                                     | Core 0     | Core 1     
  Instructions                       |  596855664 |  1818494535
  Cycles                             |  775242500 |   775242500
  IPC                                |       0.77 |        2.35
  Time (ns)                          |  267325000 |   267325000
  Idle time (ns)                     |  188250284 |    19537213
  Idle time (%)                      |      70.4% |        7.3%
Branch predictor stats               |            |            
  num correct                        |   19439016 |    68911282
  num incorrect                      |     894179 |     3084429
  misprediction rate                 |      4.40% |       4.28%
  mpki                               |       1.50 |        1.70
TLB Summary                          |            |            
  I-TLB                              |            |            
    num accesses                     |   55007467 |   177374943
    num misses                       |        538 |        1132
    miss rate                        |      0.00% |       0.00%
    mpki                             |       0.00 |        0.00
  D-TLB                              |            |            
    num accesses                     |  213980011 |   635380751
    num misses                       |     240244 |      715254
    miss rate                        |      0.11% |       0.11%
    mpki                             |       0.40 |        0.39
  L2 TLB                             |            |            
    num accesses                     |     240782 |      716386
    num misses                       |      64001 |      114822
    miss rate                        |     26.58% |      16.03%
    mpki                             |       0.11 |        0.06
Cache Summary                        |            |            
  Cache L1-I                         |            |            
    num cache accesses               |   55007467 |   177374943
    num cache misses                 |    1303808 |     4562064
    miss rate                        |      2.37% |       2.57%
    mpki                             |       2.18 |        2.51
  Cache L1-D                         |            |            
    num cache accesses               |  213980011 |   635380751
    num cache misses                 |    1650006 |     3163972
    miss rate                        |      0.77% |       0.50%
    mpki                             |       2.76 |        1.74
  Cache L2                           |            |            
    num cache accesses               |    2954025 |     7726196
    num cache misses                 |     411145 |      720317
    miss rate                        |     13.92% |       9.32%
    mpki                             |       0.69 |        0.40
  Cache L3                           |            |            
    num cache accesses               |     411373 |      720587
    num cache misses                 |     125373 |      141749
    miss rate                        |     30.48% |      19.67%
    mpki                             |       0.21 |        0.08
DRAM summary                         |            |            
  num dram accesses                  |     329866 |           0
  average dram access latency (ns)   |      61.82 |         inf
  average dram queueing delay        |       0.57 |        0.00
  average dram bandwidth utilization |      0.00% |       0.00%
Coherency Traffic                    |            |            
  num loads from dram                |      44763 |        9558
  num loads from dram cache          |          0 |           0
  num loads from remote cache        |          0 |           0
