                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
  Instructions                       |   24208393 |   24357588 |   24386644 |   24234867 |   24171011 |   24114717 |   24416822 |   24029139 |   23920634 |   23580441 |   23452572 |   23292653 |   23381759 |   23404430 |   23220725 |   23486241
  Cycles                             |   45505600 |   45505600 |   45505600 |   45505600 |   11376400 |   11376400 |   11376400 |   11376400 |   45505600 |   45505600 |   45505600 |   45505600 |   11376400 |   11376400 |   11376400 |   11376400
  IPC                                |       0.53 |       0.54 |       0.54 |       0.53 |       2.12 |       2.12 |       2.15 |       2.11 |       0.53 |       0.52 |       0.52 |       0.51 |       2.06 |       2.06 |       2.04 |       2.06
  Time (ns)                          |   11376400 |   11376400 |   11376400 |   11376400 |   11376400 |   11376400 |   11376400 |   11376400 |   11376400 |   11376400 |   11376400 |   11376400 |   11376400 |   11376400 |   11376400 |   11376400
  Idle time (ns)                     |     459582 |     847445 |     766749 |     685099 |     619052 |     549136 |     480851 |     471392 |     471853 |     472255 |     472655 |     473055 |     473454 |     473865 |     474257 |     475656
  Idle time (%)                      |       4.0% |       7.4% |       6.7% |       6.0% |       5.4% |       4.8% |       4.2% |       4.1% |       4.1% |       4.2% |       4.2% |       4.2% |       4.2% |       4.2% |       4.2% |       4.2%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    4322190 |    4681025 |    4709857 |    4518665 |    4573145 |    4556374 |    4817648 |    4488884 |    4577523 |    4370072 |    4391251 |    4247219 |    4272685 |    4119721 |    4199959 |    4440883
  num incorrect                      |      26689 |      17422 |      18694 |      19753 |      20452 |      21087 |      20383 |      21726 |      21376 |      21745 |      21600 |      21955 |      21381 |      20944 |      20550 |      17920
  misprediction rate                 |      0.61% |      0.37% |      0.40% |      0.44% |      0.45% |      0.46% |      0.42% |      0.48% |      0.46% |      0.50% |      0.49% |      0.51% |      0.50% |      0.51% |      0.49% |      0.40%
  mpki                               |       1.10 |       0.72 |       0.77 |       0.82 |       0.85 |       0.87 |       0.83 |       0.90 |       0.89 |       0.92 |       0.92 |       0.94 |       0.91 |       0.89 |       0.88 |       0.76
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |     930516 |     741201 |     758453 |     789481 |     777161 |     778888 |     737022 |     811286 |     775731 |     807548 |     798492 |     847287 |     829675 |     906548 |     880573 |     768112
    num misses                       |        225 |         27 |         27 |         27 |         27 |         27 |         27 |         27 |         27 |         27 |         27 |         27 |         27 |         27 |         27 |         27
    miss rate                        |      0.02% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.01 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    8816627 |    8395313 |    8364379 |    8521870 |    8406490 |    8391870 |    8229012 |    8416147 |    8238442 |    8299940 |    8189711 |    8276390 |    8298363 |    8502560 |    8282659 |    8144086
    num misses                       |       2093 |        259 |        249 |        252 |        262 |        232 |        807 |        243 |        231 |       1739 |        235 |        241 |        245 |        265 |        254 |        231
    miss rate                        |      0.02% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.01% |      0.00% |      0.00% |      0.02% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.09 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.03 |       0.01 |       0.01 |       0.07 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |       2318 |        286 |        276 |        279 |        289 |        259 |        834 |        270 |        258 |       1766 |        262 |        268 |        272 |        292 |        281 |        258
    num misses                       |        544 |        175 |        174 |        179 |        175 |        169 |        168 |        173 |        170 |        172 |        171 |        171 |        172 |        171 |        172 |        167
    miss rate                        |     23.47% |     61.19% |     63.04% |     64.16% |     60.55% |     65.25% |     20.14% |     64.07% |     65.89% |      9.74% |     65.27% |     63.81% |     63.24% |     58.56% |     61.21% |     64.73%
    mpki                             |       0.02 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
