                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7      | Core 8      | Core 9      | Core 10     | Core 11     | Core 12     | Core 13     | Core 14     | Core 15    
  Instructions                       |  4146868832 |  4013732240 |  3872202958 |  3732492584 |  3314670331 |  3294724076 |  3213989024 |  2836045674 |  3066466875 |  3035204179 |  3005113335 |  2985228596 |           0 |           0 |           0 |           0
  Cycles                             |  2297813840 |  2297813840 |  2297813840 |  2297813840 |  1743169120 |  1743169120 |  1743169120 |  1743169120 |  2297813840 |  2297813840 |  2297813840 |  2297813840 |  1743169120 |  1743169120 |  1743169120 |  1743169120
  IPC                                |        1.80 |        1.75 |        1.69 |        1.62 |        1.90 |        1.89 |        1.84 |        1.63 |        1.33 |        1.32 |        1.31 |        1.30 |        0.00 |        0.00 |        0.00 |        0.00
  Time (ns)                          |   792349600 |   792349600 |   792349600 |   792349600 |   792349600 |   792349600 |   792349600 |   792349600 |   792349600 |   792349600 |   792349600 |   792349600 |   792349600 |   792349600 |   792349600 |   792349600
  Idle time (ns)                     |     2238168 |      273744 |      274122 |      274367 |      274538 |      274708 |      274918 |      275127 |      275298 |      275508 |      275678 |      576850 |   792349600 |   792349600 |   792349600 |   792349600
  Idle time (%)                      |        0.3% |        0.0% |        0.0% |        0.0% |        0.0% |        0.0% |        0.0% |        0.0% |        0.0% |        0.0% |        0.0% |        0.1% |      100.0% |      100.0% |      100.0% |      100.0%
Branch predictor stats               |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  num correct                        |   430221368 |   383893524 |   333452498 |   284301564 |   148083827 |   138724855 |   111444395 |   273336502 |   342472371 |   333457876 |   322730409 |   315433780 |           0 |           0 |           0 |           0
  num incorrect                      |       35734 |       39494 |       36751 |       39377 |       36525 |       33291 |       37037 |        7925 |        7627 |        7599 |        7604 |        7295 |           0 |           0 |           0 |           0
  misprediction rate                 |       0.01% |       0.01% |       0.01% |       0.01% |       0.02% |       0.02% |       0.03% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
  mpki                               |        0.01 |        0.01 |        0.01 |        0.01 |        0.01 |        0.01 |        0.01 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
TLB Summary                          |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |   277939482 |   277661527 |   277652790 |   277661527 |   277652599 |   277661124 |   277652011 |   186824453 |   186824776 |   185482470 |   185482469 |   185463805 |           0 |           0 |           0 |           0
    num misses                       |         197 |          39 |          39 |          39 |          39 |          39 |          39 |          39 |          39 |          39 |          39 |          39 |           0 |           0 |           0 |           0
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |  1436333961 |  1418750119 |  1403216018 |  1386895295 |  1302008451 |  1301363675 |  1288306542 |  1006873839 |  1052949109 |  1046206703 |  1041888741 |  1039225548 |           0 |           0 |           0 |           0
    num misses                       |     4790181 |     4371861 |     4306345 |     4386072 |     4467146 |     4330124 |     4310174 |     3013940 |     2903263 |     2957345 |     2960859 |     2916386 |           0 |           0 |           0 |           0
    miss rate                        |       0.33% |       0.31% |       0.31% |       0.32% |       0.34% |       0.33% |       0.33% |       0.30% |       0.28% |       0.28% |       0.28% |       0.28% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        1.16 |        1.09 |        1.11 |        1.18 |        1.35 |        1.31 |        1.34 |        1.06 |        0.95 |        0.97 |        0.99 |        0.98 |        0.00 |        0.00 |        0.00 |        0.00
  L2 TLB                             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |     4790378 |     4371900 |     4306384 |     4386111 |     4467185 |     4330163 |     4310213 |     3013979 |     2903302 |     2957384 |     2960898 |     2916425 |           0 |           0 |           0 |           0
    num misses                       |      738177 |      588410 |      699604 |      714754 |      630785 |      690540 |      691222 |      434048 |      472816 |      555152 |      462171 |      477063 |           0 |           0 |           0 |           0
    miss rate                        |      15.41% |      13.46% |      16.25% |      16.30% |      14.12% |      15.95% |      16.04% |      14.40% |      16.29% |      18.77% |      15.61% |      16.36% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.18 |        0.15 |        0.18 |        0.19 |        0.19 |        0.21 |        0.22 |        0.15 |        0.15 |        0.18 |        0.15 |        0.16 |        0.00 |        0.00 |        0.00 |        0.00
Cache Summary                        |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |   277939482 |   277661527 |   277652790 |   277661527 |   277652599 |   277661124 |   277652011 |   186824453 |   186824776 |   185482470 |   185482469 |   185463805 |           0 |           0 |           0 |           0
    num cache misses                 |      274370 |      214936 |      215295 |      216778 |      316286 |      339331 |      339509 |      299414 |      210370 |      204393 |      206647 |      204397 |           0 |           0 |           0 |           0
    miss rate                        |       0.10% |       0.08% |       0.08% |       0.08% |       0.11% |       0.12% |       0.12% |       0.16% |       0.11% |       0.11% |       0.11% |       0.11% |        inf% |        inf% |        inf% |        inf%
