                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7    
  Instructions                       |   24508375 |    6502609 |    6572540 |    6845277 |    6607095 |    6698564 |    5861834 |    6130642
  Cycles                             |   17707600 |   17707600 |   17707600 |   17707600 |   17707600 |   17707600 |   17707600 |   17707600
  IPC                                |       1.38 |       0.37 |       0.37 |       0.39 |       0.37 |       0.38 |       0.33 |       0.35
  Time (ns)                          |    4426900 |    4426900 |    4426900 |    4426900 |    4426900 |    4426900 |    4426900 |    4426900
  Idle time (ns)                     |       2593 |    3471194 |    3471562 |    3471592 |    3471690 |    3471660 |    3471729 |    3471806
  Idle time (%)                      |       0.1% |      78.4% |      78.4% |      78.4% |      78.4% |      78.4% |      78.4% |      78.4%
Branch predictor stats               |            |            |            |            |            |            |            |           
  num correct                        |    2888957 |    1957466 |    1992143 |    2115590 |    2001578 |    2044063 |    1669835 |    1787699
  num incorrect                      |     170305 |      15876 |      14688 |      11059 |      15034 |      13597 |      25270 |      21261
  misprediction rate                 |      5.57% |      0.80% |      0.73% |      0.52% |      0.75% |      0.66% |      1.49% |      1.18%
  mpki                               |       6.95 |       2.44 |       2.23 |       1.62 |       2.28 |       2.03 |       4.31 |       3.47
TLB Summary                          |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |    3167842 |      94711 |      88198 |      72775 |      88130 |      83480 |     125967 |     112819
    num misses                       |        172 |         24 |         24 |         24 |         24 |         24 |         24 |         24
    miss rate                        |      0.01% |      0.03% |      0.03% |      0.03% |      0.03% |      0.03% |      0.02% |      0.02%
    mpki                             |       0.01 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |    5698581 |    1312038 |    1315652 |    1343224 |    1322710 |    1331095 |    1245185 |    1274817
    num misses                       |       5475 |       3947 |       3968 |       3939 |       4120 |       4061 |       3961 |       3879
    miss rate                        |      0.10% |      0.30% |      0.30% |      0.29% |      0.31% |      0.31% |      0.32% |      0.30%
    mpki                             |       0.22 |       0.61 |       0.60 |       0.58 |       0.62 |       0.61 |       0.68 |       0.63
  L2 TLB                             |            |            |            |            |            |            |            |           
    num accesses                     |       5647 |       3971 |       3992 |       3963 |       4144 |       4085 |       3985 |       3903
    num misses                       |        845 |        291 |        291 |        287 |        290 |        273 |        278 |        278
    miss rate                        |     14.96% |      7.33% |      7.29% |      7.24% |      7.00% |      6.68% |      6.98% |      7.12%
    mpki                             |       0.03 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.05 |       0.05
Cache Summary                        |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |           
    num cache accesses               |    3167842 |      94711 |      88198 |      72775 |      88130 |      83480 |     125967 |     112819
    num cache misses                 |       3199 |        160 |        161 |        159 |        161 |        158 |        160 |        159
    miss rate                        |      0.10% |      0.17% |      0.18% |      0.22% |      0.18% |      0.19% |      0.13% |      0.14%
    mpki                             |       0.13 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.03 |       0.03
  Cache L1-D                         |            |            |            |            |            |            |            |           
    num cache accesses               |    5698581 |    1312038 |    1315652 |    1343224 |    1322710 |    1331095 |    1245185 |    1274817
    num cache misses                 |      63583 |      28482 |      28475 |      28002 |      28341 |      28335 |      29891 |      28893
    miss rate                        |      1.12% |      2.17% |      2.16% |      2.08% |      2.14% |      2.13% |      2.40% |      2.27%
    mpki                             |       2.59 |       4.38 |       4.33 |       4.09 |       4.29 |       4.23 |       5.10 |       4.71
  Cache L2                           |            |            |            |            |            |            |            |           
    num cache accesses               |      69464 |      29175 |      29140 |      28578 |      29531 |      29497 |      31303 |      30226
    num cache misses                 |      50162 |      25687 |      25712 |      25355 |      25592 |      25654 |      26095 |      25987
    miss rate                        |     72.21% |     88.04% |     88.24% |     88.72% |     86.66% |     86.97% |     83.36% |     85.98%
    mpki                             |       2.05 |       3.95 |       3.91 |       3.70 |       3.87 |       3.83 |       4.45 |       4.24
  Cache L3                           |            |            |            |            |            |            |            |           
    num cache accesses               |      54748 |      26230 |      26226 |      25790 |      26637 |      26672 |      27363 |      27175
    num cache misses                 |      38711 |      14244 |      14279 |      14101 |      16278 |      16092 |      16367 |      16254
    miss rate                        |     70.71% |     54.30% |     54.45% |     54.68% |     61.11% |     60.33% |     59.81% |     59.81%
    mpki                             |       1.58 |       2.19 |       2.17 |       2.06 |       2.46 |       2.40 |       2.79 |       2.65
DRAM summary                         |            |            |            |            |            |            |            |           
  num dram accesses                  |      18202 |          0 |          0 |          0 |      18147 |          0 |          0 |          0
  average dram access latency (ns)   |      72.35 |        inf |        inf |        inf |      72.47 |        inf |        inf |        inf
  average dram queueing delay        |      11.10 |       0.00 |       0.00 |       0.00 |      11.22 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |           
  num loads from dram                |      10768 |        491 |        484 |        505 |        419 |        376 |        394 |        398
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |       3986 |       4197 |       4165 |       4087 |       5385 |       5259 |       5542 |       5506
