                                     | Core 0     | Core 1    
  Instructions                       |   48369091 |   10651569
  Cycles                             |   36825700 |   36825700
  IPC                                |       1.31 |       0.29
  Time (ns)                          |   36825700 |   36825700
  Idle time (ns)                     |       1364 |   25702455
  Idle time (%)                      |       0.0% |      69.8%
Branch predictor stats               |            |           
  num correct                        |    5249249 |    2403969
  num incorrect                      |     448328 |     113469
  misprediction rate                 |      7.87% |      4.51%
  mpki                               |       9.27 |      10.65
TLB Summary                          |            |           
  I-TLB                              |            |           
    num accesses                     |    6678779 |    1036597
    num misses                       |        169 |         28
    miss rate                        |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00
  D-TLB                              |            |           
    num accesses                     |   12125635 |    3394647
    num misses                       |      37756 |      36420
    miss rate                        |      0.31% |      1.07%
    mpki                             |       0.78 |       3.42
  L2 TLB                             |            |           
    num accesses                     |      37925 |      36448
    num misses                       |        963 |        486
    miss rate                        |      2.54% |      1.33%
    mpki                             |       0.02 |       0.05
Cache Summary                        |            |           
  Cache L1-I                         |            |           
    num cache accesses               |    6678779 |    1036597
    num cache misses                 |       4117 |        427
    miss rate                        |      0.06% |      0.04%
    mpki                             |       0.09 |       0.04
  Cache L1-D                         |            |           
    num cache accesses               |   12125635 |    3394647
    num cache misses                 |     195003 |     161929
    miss rate                        |      1.61% |      4.77%
    mpki                             |       4.03 |      15.20
  Cache L2                           |            |           
    num cache accesses               |     201215 |     162363
    num cache misses                 |     155718 |     125568
    miss rate                        |     77.39% |     77.34%
    mpki                             |       3.22 |      11.79
  Cache L3                           |            |           
    num cache accesses               |     157869 |     125575
    num cache misses                 |      30364 |       7997
    miss rate                        |     19.23% |      6.37%
    mpki                             |       0.63 |       0.75
DRAM summary                         |            |           
  num dram accesses                  |      38345 |          0
  average dram access latency (ns)   |      61.30 |        inf
  average dram queueing delay        |       0.05 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00%
Coherency Traffic                    |            |           
  num loads from dram                |      16633 |       6699
  num loads from dram cache          |          0 |          0
  num loads from remote cache        |          0 |          0
