                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4      | Core 5    
  Instructions                       |    9633387 |    4505329 |  424433365 |  393906597 |  1445524511 |    3821734
  Cycles                             |  904920640 |  904920640 |  904920640 |  904920640 |   904920640 |  904920640
  IPC                                |       0.01 |       0.00 |       0.47 |       0.44 |        1.60 |       0.00
  Time (ns)                          |  312041600 |  312041600 |  312041600 |  312041600 |   312041600 |  312041600
  Idle time (ns)                     |  309611232 |  310237775 |  120589720 |  266792153 |     5496299 |  311112040
  Idle time (%)                      |      99.2% |      99.4% |      38.6% |      85.5% |        1.8% |      99.7%
Branch predictor stats               |            |            |            |            |             |           
  num correct                        |    1273742 |     191355 |   21345575 |     603180 |   172805484 |     417384
  num incorrect                      |       7572 |        729 |       2745 |       9613 |     8121500 |       5197
  misprediction rate                 |      0.59% |      0.38% |      0.01% |      1.57% |       4.49% |      1.23%
  mpki                               |       0.79 |       0.16 |       0.01 |       0.02 |        5.62 |       1.36
TLB Summary                          |            |            |            |            |             |           
  I-TLB                              |            |            |            |            |             |           
    num accesses                     |    1522048 |     430469 |   32076310 |   22171612 |   164869693 |     546876
    num misses                       |        116 |         36 |         33 |         39 |          48 |         41
    miss rate                        |      0.01% |      0.01% |      0.00% |      0.00% |       0.00% |      0.01%
    mpki                             |       0.01 |       0.01 |       0.00 |       0.00 |        0.00 |       0.01
  D-TLB                              |            |            |            |            |             |           
    num accesses                     |    4800105 |    3911872 |  286161411 |   92143883 |   703493676 |    2064916
    num misses                       |      10386 |       5340 |      10806 |       8876 |       89165 |       2072
    miss rate                        |      0.22% |      0.14% |      0.00% |      0.01% |       0.01% |      0.10%
    mpki                             |       1.08 |       1.19 |       0.03 |       0.02 |        0.06 |       0.54
  L2 TLB                             |            |            |            |            |             |           
    num accesses                     |      10502 |       5376 |      10839 |       8915 |       89213 |       2113
    num misses                       |       3163 |       5326 |       2818 |       6339 |        5464 |       1144
    miss rate                        |     30.12% |     99.07% |     26.00% |     71.10% |       6.12% |     54.14%
    mpki                             |       0.33 |       1.18 |       0.01 |       0.02 |        0.00 |       0.30
Cache Summary                        |            |            |            |            |             |           
  Cache L1-I                         |            |            |            |            |             |           
    num cache accesses               |    1522048 |     430469 |   32076310 |   22171612 |   164869693 |     546876
    num cache misses                 |       1845 |        462 |       1115 |       2842 |       91596 |        794
    miss rate                        |      0.12% |      0.11% |      0.00% |      0.01% |       0.06% |      0.15%
    mpki                             |       0.19 |       0.10 |       0.00 |       0.01 |        0.06 |       0.21
  Cache L1-D                         |            |            |            |            |             |           
    num cache accesses               |    4800105 |    3911872 |  286161411 |   92143883 |   703493676 |    2064916
    num cache misses                 |     169010 |     334376 |     179453 |     188535 |    10019254 |      18395
    miss rate                        |      3.52% |      8.55% |      0.06% |      0.20% |       1.42% |      0.89%
    mpki                             |      17.54 |      74.22 |       0.42 |       0.48 |        6.93 |       4.81
  Cache L2                           |            |            |            |            |             |           
    num cache accesses               |     232674 |     409535 |     182049 |     194141 |    10118026 |      19728
    num cache misses                 |     158602 |     333500 |     178143 |     189534 |      278807 |      15810
    miss rate                        |     68.16% |     81.43% |     97.85% |     97.63% |       2.76% |     80.14%
    mpki                             |      16.46 |      74.02 |       0.42 |       0.48 |        0.19 |       4.14
  Cache L3                           |            |            |            |            |             |           
    num cache accesses               |     220425 |     408198 |     179760 |     192300 |      287185 |      16359
    num cache misses                 |     150530 |     332945 |     152020 |      13095 |      263130 |       1038
    miss rate                        |     68.29% |     81.56% |     84.57% |      6.81% |      91.62% |      6.35%
    mpki                             |      15.63 |      73.90 |       0.36 |       0.03 |        0.18 |       0.27
DRAM summary                         |            |            |            |            |             |           
  num dram accesses                  |     482982 |          0 |          0 |          0 |      482913 |          0
  average dram access latency (ns)   |      61.27 |        inf |        inf |        inf |       61.26 |        inf
  average dram queueing delay        |       0.02 |       0.00 |       0.00 |       0.00 |        0.01 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |       0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |             |           
  num loads from dram                |      71667 |     240530 |     141928 |       7513 |         364 |        298
  num loads from dram cache          |          0 |          0 |          0 |          0 |           0 |          0
  num loads from remote cache        |       2326 |          4 |       1944 |        467 |      173232 |        330
