                                     | Core 0     | Core 1    
  Instructions                       |   56473407 |   15943634
  Cycles                             |   42365200 |   42365200
  IPC                                |       1.33 |       0.38
  Time (ns)                          |   10591300 |   10591300
  Idle time (ns)                     |       3438 |    7179173
  Idle time (%)                      |       0.0% |      67.8%
Branch predictor stats               |            |           
  num correct                        |    6483419 |    3711566
  num incorrect                      |     462939 |     115145
  misprediction rate                 |      6.66% |      3.01%
  mpki                               |       8.20 |       7.22
TLB Summary                          |            |           
  I-TLB                              |            |           
    num accesses                     |    7185312 |     721473
    num misses                       |        172 |         26
    miss rate                        |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00
  D-TLB                              |            |           
    num accesses                     |   13872940 |    4420500
    num misses                       |      49730 |      48254
    miss rate                        |      0.36% |      1.09%
    mpki                             |       0.88 |       3.03
  L2 TLB                             |            |           
    num accesses                     |      49902 |      48280
    num misses                       |       4284 |       3710
    miss rate                        |      8.58% |      7.68%
    mpki                             |       0.08 |       0.23
Cache Summary                        |            |           
  Cache L1-I                         |            |           
    num cache accesses               |    7185312 |     721473
    num cache misses                 |       3743 |        300
    miss rate                        |      0.05% |      0.04%
    mpki                             |       0.07 |       0.02
  Cache L1-D                         |            |           
    num cache accesses               |   13872940 |    4420500
    num cache misses                 |     230554 |     180289
    miss rate                        |      1.66% |      4.08%
    mpki                             |       4.08 |      11.31
  Cache L2                           |            |           
    num cache accesses               |     240884 |     188574
    num cache misses                 |     174586 |     137543
    miss rate                        |     72.48% |     72.94%
    mpki                             |       3.09 |       8.63
  Cache L3                           |            |           
    num cache accesses               |     181240 |     145654
    num cache misses                 |     143348 |     122278
    miss rate                        |     79.09% |     83.95%
    mpki                             |       2.54 |       7.67
DRAM summary                         |            |           
  num dram accesses                  |      28652 |      28605
  average dram access latency (ns)   |      61.34 |      61.33
  average dram queueing delay        |       0.09 |       0.08
  average dram bandwidth utilization |      0.00% |      0.00%
Coherency Traffic                    |            |           
  num loads from dram                |      17346 |       6432
  num loads from dram cache          |          0 |          0
  num loads from remote cache        |      15731 |      19758
