                                     | Core 0     | Core 1    
  Instructions                       |  927708026 |  932000843
  Cycles                             |  992219340 |  992219340
  IPC                                |       0.93 |       0.94
  Time (ns)                          |  342144600 |  342144600
  Idle time (ns)                     |        353 |     355449
  Idle time (%)                      |       0.0% |       0.1%
Branch predictor stats               |            |           
  num correct                        |   44973828 |   46837886
  num incorrect                      |     101385 |      84226
  misprediction rate                 |      0.22% |      0.18%
  mpki                               |       0.11 |       0.09
TLB Summary                          |            |           
  I-TLB                              |            |           
    num accesses                     |  101121949 |  100748401
    num misses                       |        304 |         30
    miss rate                        |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00
  D-TLB                              |            |           
    num accesses                     |  517245416 |  516818876
    num misses                       |     290212 |     287812
    miss rate                        |      0.06% |      0.06%
    mpki                             |       0.31 |       0.31
  L2 TLB                             |            |           
    num accesses                     |     290516 |     287842
    num misses                       |     203043 |     201638
    miss rate                        |     69.89% |     70.05%
    mpki                             |       0.22 |       0.22
Cache Summary                        |            |           
  Cache L1-I                         |            |           
    num cache accesses               |  101121949 |  100748401
    num cache misses                 |      31980 |      20911
    miss rate                        |      0.03% |      0.02%
    mpki                             |       0.03 |       0.02
  Cache L1-D                         |            |           
    num cache accesses               |  517245416 |  516818876
    num cache misses                 |   16235404 |   16186654
    miss rate                        |      3.14% |      3.13%
    mpki                             |      17.50 |      17.37
  Cache L2                           |            |           
    num cache accesses               |   17703855 |   17620270
    num cache misses                 |   10643841 |   10615046
    miss rate                        |     60.12% |     60.24%
    mpki                             |      11.47 |      11.39
  Cache L3                           |            |           
    num cache accesses               |   12081040 |   12027874
    num cache misses                 |    8140212 |    8133971
    miss rate                        |     67.38% |     67.63%
    mpki                             |       8.77 |       8.73
DRAM summary                         |            |           
  num dram accesses                  |   11794669 |   11795796
  average dram access latency (ns)   |     513.41 |     495.84
  average dram queueing delay        |     452.15 |     434.59
  average dram bandwidth utilization |      4.00% |      4.00%
Coherency Traffic                    |            |           
  num loads from dram                |    5777600 |    5777810
  num loads from dram cache          |          0 |          0
  num loads from remote cache        |      81141 |      89512
