                                     | Core 0     | Core 1    
  Instructions                       |  306679228 |  144763063
  Cycles                             |  285156130 |  285156130
  IPC                                |       1.08 |       0.51
  Time (ns)                          |   98329700 |   98329700
  Idle time (ns)                     |    8959495 |   60187923
  Idle time (%)                      |       9.1% |      61.2%
Branch predictor stats               |            |           
  num correct                        |   27938110 |   17393124
  num incorrect                      |       8792 |         77
  misprediction rate                 |      0.03% |      0.00%
  mpki                               |       0.03 |       0.00
TLB Summary                          |            |           
  I-TLB                              |            |           
    num accesses                     |   37798788 |        236
    num misses                       |        115 |         16
    miss rate                        |      0.00% |      6.78%
    mpki                             |       0.00 |       0.00
  D-TLB                              |            |           
    num accesses                     |   44553528 |   25474693
    num misses                       |   24752163 |    8303684
    miss rate                        |     55.56% |     32.60%
    mpki                             |      80.71 |      57.36
  L2 TLB                             |            |           
    num accesses                     |   24752278 |    8303700
    num misses                       |   23059176 |    7788169
    miss rate                        |     93.16% |     93.79%
    mpki                             |      75.19 |      53.80
Cache Summary                        |            |           
  Cache L1-I                         |            |           
    num cache accesses               |   37798788 |        236
    num cache misses                 |       3525 |         96
    miss rate                        |      0.01% |     40.68%
    mpki                             |       0.01 |       0.00
  Cache L1-D                         |            |           
    num cache accesses               |   44553528 |   25474693
    num cache misses                 |   25448432 |    8363270
    miss rate                        |     57.12% |     32.83%
    mpki                             |      82.98 |      57.77
  Cache L2                           |            |           
    num cache accesses               |   30437474 |   13545181
    num cache misses                 |   24223045 |    8018189
    miss rate                        |     79.58% |     59.20%
    mpki                             |      78.98 |      55.39
  Cache L3                           |            |           
    num cache accesses               |   29208566 |   13200003
    num cache misses                 |   15648921 |    5176828
    miss rate                        |     53.58% |     39.22%
    mpki                             |      51.03 |      35.76
DRAM summary                         |            |           
  num dram accesses                  |   31507889 |          0
  average dram access latency (ns)   |      67.44 |        inf
  average dram queueing delay        |       6.19 |       0.00
  average dram bandwidth utilization |     40.00% |      0.00%
Coherency Traffic                    |            |           
  num loads from dram                |   15121542 |    5176772
  num loads from dram cache          |          0 |          0
  num loads from remote cache        |          0 |          0
