                                     | Core 0      | Core 1     
  Instructions                       |  1003039607 |   926458758
  Cycles                             |  1357619630 |  1029918340
  IPC                                |        0.74 |        0.90
  Time (ns)                          |   468144700 |   468144700
  Idle time (ns)                     |    40717452 |      534888
  Idle time (%)                      |        8.7% |        0.1%
Branch predictor stats               |             |            
  num correct                        |    66496888 |    45254635
  num incorrect                      |      101744 |       83993
  misprediction rate                 |       0.15% |       0.19%
  mpki                               |        0.10 |        0.09
TLB Summary                          |             |            
  I-TLB                              |             |            
    num accesses                     |   101121946 |   100747759
    num misses                       |         284 |          30
    miss rate                        |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00
  D-TLB                              |             |            
    num accesses                     |   528006848 |   516027002
    num misses                       |      291413 |      287612
    miss rate                        |       0.06% |       0.06%
    mpki                             |        0.29 |        0.31
  L2 TLB                             |             |            
    num accesses                     |      291697 |      287642
    num misses                       |      203099 |      201608
    miss rate                        |      69.63% |      70.09%
    mpki                             |        0.20 |        0.22
Cache Summary                        |             |            
  Cache L1-I                         |             |            
    num cache accesses               |   101121946 |   100747759
    num cache misses                 |       31520 |       56173
    miss rate                        |       0.03% |       0.06%
    mpki                             |        0.03 |        0.06
  Cache L1-D                         |             |            
    num cache accesses               |   528006848 |   516027002
    num cache misses                 |    16234655 |    16280498
    miss rate                        |       3.07% |       3.15%
    mpki                             |       16.19 |       17.57
  Cache L2                           |             |            
    num cache accesses               |    17780239 |    17815852
    num cache misses                 |    10643460 |    15486682
    miss rate                        |      59.86% |      86.93%
    mpki                             |       10.61 |       16.72
  Cache L3                           |             |            
    num cache accesses               |    12158290 |    16966024
    num cache misses                 |     9887575 |     9853326
    miss rate                        |      81.32% |      58.08%
    mpki                             |        9.86 |       10.64
DRAM summary                         |             |            
  num dram accesses                  |    28722171 |           0
  average dram access latency (ns)   |     2607.53 |         inf
  average dram queueing delay        |     2546.28 |        0.00
  average dram bandwidth utilization |       7.00% |       0.00%
Coherency Traffic                    |             |            
  num loads from dram                |     6926478 |     7026680
  num loads from dram cache          |           0 |           0
  num loads from remote cache        |           0 |           0
