                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7      | Core 8      | Core 9      | Core 10     | Core 11     | Core 12     | Core 13     | Core 14     | Core 15    
  Instructions                       |  1774487654 |  1779841260 |  1792851232 |  1802620758 |  1698368481 |  1691596030 |  1729012538 |  1725088741 |  1837076522 |  1817186383 |  1797532537 |  1794374731 |  1699424047 |  1700564735 |  1699707858 |  1711262970
  Cycles                             |  2471193200 |  2471193200 |  2471193200 |  2471193200 |   617798300 |   617798300 |   617798300 |   617798300 |  2471193200 |  2471193200 |  2471193200 |  2471193200 |   617798300 |   617798300 |   617798300 |   617798300
  IPC                                |        0.72 |        0.72 |        0.73 |        0.73 |        2.75 |        2.74 |        2.80 |        2.79 |        0.74 |        0.74 |        0.73 |        0.73 |        2.75 |        2.75 |        2.75 |        2.77
  Time (ns)                          |   617798300 |   617798300 |   617798300 |   617798300 |   617798300 |   617798300 |   617798300 |   617798300 |   617798300 |   617798300 |   617798300 |   617798300 |   617798300 |   617798300 |   617798300 |   617798300
  Idle time (ns)                     |         270 |      501871 |      506216 |      510204 |      514116 |      517951 |      521814 |      525641 |      529497 |      533422 |      537348 |      541170 |      545211 |      549248 |      553105 |      557239
  Idle time (%)                      |        0.0% |        0.1% |        0.1% |        0.1% |        0.1% |        0.1% |        0.1% |        0.1% |        0.1% |        0.1% |        0.1% |        0.1% |        0.1% |        0.1% |        0.1% |        0.1%
Branch predictor stats               |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  num correct                        |    38467311 |    40948352 |    48939221 |    52195733 |    17443276 |    15185403 |   298259815 |   296952070 |   336145223 |   329515376 |   322963896 |   321911492 |   290261038 |   290641465 |   290355642 |   294207541
  num incorrect                      |       42608 |       32020 |       27770 |       27770 |       27973 |       27068 |       18659 |       18465 |       18255 |       18056 |       18254 |       18056 |       18254 |       18056 |       18254 |       18057
  misprediction rate                 |       0.11% |       0.08% |       0.06% |       0.05% |       0.16% |       0.18% |       0.01% |       0.01% |       0.01% |       0.01% |       0.01% |       0.01% |       0.01% |       0.01% |       0.01% |       0.01%
  mpki                               |        0.02 |        0.02 |        0.02 |        0.02 |        0.02 |        0.02 |        0.01 |        0.01 |        0.01 |        0.01 |        0.01 |        0.01 |        0.01 |        0.01 |        0.01 |        0.01
TLB Summary                          |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |   158385689 |   157995643 |   157003432 |   157003430 |   157003430 |   157003432 |    79676208 |    79676208 |    79017828 |    79017828 |    79017828 |    79017828 |    79017828 |    79017828 |    79017828 |    79017829
    num misses                       |         273 |          38 |          38 |          38 |          38 |          38 |          38 |          38 |          38 |          38 |          38 |          38 |          38 |          38 |          38 |          38
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |   789709165 |   789298026 |   788028720 |   789656968 |   772284022 |   771157538 |   536398765 |   535744811 |   552552481 |   549237458 |   545961817 |   545435516 |   529610388 |   529800503 |   529657690 |   531583543
    num misses                       |      931987 |      928118 |      942679 |      939355 |      936739 |      952418 |      462525 |      463027 |      486129 |      467125 |      463519 |      483307 |      469941 |      487347 |      482504 |      471548
    miss rate                        |       0.12% |       0.12% |       0.12% |       0.12% |       0.12% |       0.12% |       0.09% |       0.09% |       0.09% |       0.09% |       0.08% |       0.09% |       0.09% |       0.09% |       0.09% |       0.09%
    mpki                             |        0.53 |        0.52 |        0.53 |        0.52 |        0.55 |        0.56 |        0.27 |        0.27 |        0.26 |        0.26 |        0.26 |        0.27 |        0.28 |        0.29 |        0.28 |        0.28
  L2 TLB                             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |      932260 |      928156 |      942717 |      939393 |      936777 |      952456 |      462563 |      463065 |      486167 |      467163 |      463557 |      483345 |      469979 |      487385 |      482542 |      471586
    num misses                       |       23732 |       23022 |       30144 |       23289 |       25601 |       21899 |       13437 |       20870 |       11123 |       11729 |       15954 |       13236 |       14142 |       18259 |       14743 |       16851
    miss rate                        |       2.55% |       2.48% |       3.20% |       2.48% |       2.73% |       2.30% |       2.90% |       4.51% |       2.29% |       2.51% |       3.44% |       2.74% |       3.01% |       3.75% |       3.06% |       3.57%
    mpki                             |        0.01 |        0.01 |        0.02 |        0.01 |        0.02 |        0.01 |        0.01 |        0.01 |        0.01 |        0.01 |        0.01 |        0.01 |        0.01 |        0.01 |        0.01 |        0.01
Cache Summary                        |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |   158385689 |   157995643 |   157003432 |   157003430 |   157003430 |   157003432 |    79676208 |    79676208 |    79017828 |    79017828 |    79017828 |    79017828 |    79017828 |    79017828 |    79017828 |    79017829
    num cache misses                 |      261149 |      195181 |      191674 |      192174 |      212817 |      219597 |      200086 |      199681 |      189567 |      186972 |      187365 |      189974 |      199275 |      199385 |      199841 |      199482
    miss rate                        |       0.16% |       0.12% |       0.12% |       0.12% |       0.14% |       0.14% |       0.25% |       0.25% |       0.24% |       0.24% |       0.24% |       0.24% |       0.25% |       0.25% |       0.25% |       0.25%
    mpki                             |        0.15 |        0.11 |        0.11 |        0.11 |        0.13 |        0.13 |        0.12 |        0.12 |        0.10 |        0.10 |        0.10 |        0.11 |        0.12 |        0.12 |        0.12 |        0.12
  Cache L1-D                         |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |   789709165 |   789298026 |   788028720 |   789656968 |   772284022 |   771157538 |   536398765 |   535744811 |   552552481 |   549237458 |   545961817 |   545435516 |   529610388 |   529800503 |   529657690 |   531583543
    num cache misses                 |    26530026 |    26182115 |    25809997 |    25819807 |    25833290 |    25809064 |    13422280 |    13452960 |    13125180 |    13129628 |    13120149 |    13120188 |    13120766 |    13109180 |    13107017 |    13092430
    miss rate                        |       3.36% |       3.32% |       3.28% |       3.27% |       3.35% |       3.35% |       2.50% |       2.51% |       2.38% |       2.39% |       2.40% |       2.41% |       2.48% |       2.47% |       2.47% |       2.46%
    mpki                             |       14.95 |       14.71 |       14.40 |       14.32 |       15.21 |       15.26 |        7.76 |        7.80 |        7.14 |        7.23 |        7.30 |        7.31 |        7.72 |        7.71 |        7.71 |        7.65
  Cache L2                           |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |    27088239 |    26724345 |    26339834 |    26280889 |    26274005 |    26299986 |    13787172 |    13815023 |    13636386 |    13566034 |    13491898 |    13493741 |    13492411 |    13481640 |    13488214 |    13472645
    num cache misses                 |     1413826 |     1295612 |     1131291 |      944721 |     1934452 |     2094191 |     1449036 |     1454679 |      947385 |      962898 |      931947 |      946412 |     1416350 |     1446195 |     1467412 |     1454789
    miss rate                        |       5.22% |       4.85% |       4.29% |       3.59% |       7.36% |       7.96% |      10.51% |      10.53% |       6.95% |       7.10% |       6.91% |       7.01% |      10.50% |      10.73% |      10.88% |      10.80%
    mpki                             |        0.80 |        0.73 |        0.63 |        0.52 |        1.14 |        1.24 |        0.84 |        0.84 |        0.52 |        0.53 |        0.52 |        0.53 |        0.83 |        0.85 |        0.86 |        0.85
  Cache L3                           |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |     1883918 |     1863927 |     1691601 |     1443207 |     2227670 |     2432798 |     1721357 |     1753920 |     1368569 |     1309058 |     1218288 |     1229936 |     1615252 |     1638367 |     1662438 |     1643297
    num cache misses                 |      274468 |      178007 |      177691 |      178127 |      177647 |      177698 |      156425 |      257429 |      604396 |      338275 |      149762 |      148680 |      147338 |      147682 |      189674 |      234830
    miss rate                        |      14.57% |       9.55% |      10.50% |      12.34% |       7.97% |       7.30% |       9.09% |      14.68% |      44.16% |      25.84% |      12.29% |      12.09% |       9.12% |       9.01% |      11.41% |      14.29%
    mpki                             |        0.15 |        0.10 |        0.10 |        0.10 |        0.10 |        0.11 |        0.09 |        0.15 |        0.33 |        0.19 |        0.08 |        0.08 |        0.09 |        0.09 |        0.11 |        0.14
DRAM summary                         |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  num dram accesses                  |       28763 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |       28731 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  average dram access latency (ns)   |      166.93 |         inf |         inf |         inf |         inf |         inf |         inf |         inf |      166.54 |         inf |         inf |         inf |         inf |         inf |         inf |         inf
  average dram queueing delay        |      105.68 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |      105.29 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  num loads from dram                |        6845 |         224 |         214 |         215 |         216 |         216 |         228 |           7 |         235 |         235 |         242 |         237 |         236 |         238 |         237 |          27
  num loads from dram cache          |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from remote cache        |      236587 |      174138 |      173885 |      174277 |      174204 |      174030 |      152496 |      244258 |      600833 |      335172 |      147036 |      145708 |      144691 |      144820 |      186786 |      222596
