                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5    
  Instructions                       |   22081551 |    4864555 |    4584440 |    4662856 |    4168253 |    3693201
  Cycles                             |   62994000 |   62994000 |   62994000 |   62994000 |   15748500 |   15748500
  IPC                                |       0.35 |       0.08 |       0.07 |       0.07 |       0.26 |       0.23
  Time (ns)                          |   15748500 |   15748500 |   15748500 |   15748500 |   15748500 |   15748500
  Idle time (ns)                     |       1380 |   12514142 |   12514978 |   12514725 |   12485658 |   12485243
  Idle time (%)                      |       0.0% |      79.5% |      79.5% |      79.5% |      79.3% |      79.3%
Branch predictor stats               |            |            |            |            |            |           
  num correct                        |    2538221 |    1461413 |    1345737 |    1378626 |    1180299 |     980931
  num incorrect                      |     167862 |      13921 |      17784 |      16558 |      22035 |      29272
  misprediction rate                 |      6.20% |      0.94% |      1.30% |      1.19% |      1.83% |      2.90%
  mpki                               |       7.60 |       2.86 |       3.88 |       3.55 |       5.29 |       7.93
TLB Summary                          |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |           
    num accesses                     |    3390822 |     125308 |     147575 |     143650 |     175201 |     218151
    num misses                       |        174 |         26 |         26 |         28 |         26 |         26
    miss rate                        |      0.01% |      0.02% |      0.02% |      0.02% |      0.01% |      0.01%
    mpki                             |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
  D-TLB                              |            |            |            |            |            |           
    num accesses                     |    5243149 |    1056204 |    1028435 |    1035979 |     979952 |     932888
    num misses                       |       2707 |       1106 |       1092 |       1100 |       1008 |       1007
    miss rate                        |      0.05% |      0.10% |      0.11% |      0.11% |      0.10% |      0.11%
    mpki                             |       0.12 |       0.23 |       0.24 |       0.24 |       0.24 |       0.27
  L2 TLB                             |            |            |            |            |            |           
    num accesses                     |       2881 |       1132 |       1118 |       1128 |       1034 |       1033
    num misses                       |        709 |        209 |        206 |        198 |        184 |        187
    miss rate                        |     24.61% |     18.46% |     18.43% |     17.55% |     17.79% |     18.10%
    mpki                             |       0.03 |       0.04 |       0.04 |       0.04 |       0.04 |       0.05
Cache Summary                        |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |           
    num cache accesses               |    3390822 |     125308 |     147575 |     143650 |     175201 |     218151
    num cache misses                 |       2831 |        173 |        174 |        182 |        177 |        178
    miss rate                        |      0.08% |      0.14% |      0.12% |      0.13% |      0.10% |      0.08%
    mpki                             |       0.13 |       0.04 |       0.04 |       0.04 |       0.04 |       0.05
  Cache L1-D                         |            |            |            |            |            |           
    num cache accesses               |    5243149 |    1056204 |    1028435 |    1035979 |     979952 |     932888
    num cache misses                 |      60192 |      33205 |      33422 |      33401 |      33439 |      33687
    miss rate                        |      1.15% |      3.14% |      3.25% |      3.22% |      3.41% |      3.61%
    mpki                             |       2.73 |       6.83 |       7.29 |       7.16 |       8.02 |       9.12
  Cache L2                           |            |            |            |            |            |           
    num cache accesses               |      65173 |      33385 |      33596 |      33589 |      33616 |      33867
    num cache misses                 |      49081 |      30143 |      30257 |      30236 |      30222 |      30395
    miss rate                        |     75.31% |     90.29% |     90.06% |     90.02% |     89.90% |     89.75%
    mpki                             |       2.22 |       6.20 |       6.60 |       6.48 |       7.25 |       8.23
  Cache L3                           |            |            |            |            |            |           
    num cache accesses               |      51552 |      30170 |      30280 |      30269 |      30225 |      30397
    num cache misses                 |      20138 |       1383 |       1428 |       1361 |       1431 |       1430
    miss rate                        |     39.06% |      4.58% |      4.72% |      4.50% |      4.73% |      4.70%
    mpki                             |       0.91 |       0.28 |       0.31 |       0.29 |       0.34 |       0.39
DRAM summary                         |            |            |            |            |            |           
  num dram accesses                  |      27098 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      61.38 |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |       0.13 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |           
  num loads from dram                |      10900 |        739 |        763 |        726 |        695 |        691
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0
