                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |  419108767 |  422362857 |  421534346 |  422590244
  Cycles                             |  149254000 |  149254000 |  149254000 |  149254000
  IPC                                |       2.81 |       2.83 |       2.82 |       2.83
  Time (ns)                          |  149254000 |  149254000 |  149254000 |  149254000
  Idle time (ns)                     |       1243 |     521512 |     763449 |     763754
  Idle time (%)                      |       0.0% |       0.3% |       0.5% |       0.5%
Branch predictor stats               |            |            |            |           
  num correct                        |   23440533 |   24674501 |   24398482 |   24751394
  num incorrect                      |     158276 |     151706 |     151697 |     150740
  misprediction rate                 |      0.67% |      0.61% |      0.62% |      0.61%
  mpki                               |       0.38 |       0.36 |       0.36 |       0.36
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |   37490689 |   37377546 |   37377433 |   37377439
    num misses                       |        226 |         25 |         25 |         25
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |           
    num accesses                     |  139771630 |  140085951 |  139947602 |  140123604
    num misses                       |      86820 |      86614 |      87266 |      89412
    miss rate                        |      0.06% |      0.06% |      0.06% |      0.06%
    mpki                             |       0.21 |       0.21 |       0.21 |       0.21
  L2 TLB                             |            |            |            |           
    num accesses                     |      87046 |      86639 |      87291 |      89437
    num misses                       |      25689 |      25236 |      25012 |      24834
    miss rate                        |     29.51% |     29.13% |     28.65% |     27.77%
    mpki                             |       0.06 |       0.06 |       0.06 |       0.06
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |   37490689 |   37377546 |   37377433 |   37377439
    num cache misses                 |      38225 |      27281 |      27491 |      27361
    miss rate                        |      0.10% |      0.07% |      0.07% |      0.07%
    mpki                             |       0.09 |       0.06 |       0.07 |       0.06
  Cache L1-D                         |            |            |            |           
    num cache accesses               |  139771630 |  140085951 |  139947602 |  140123604
    num cache misses                 |   15795198 |   15797381 |   15797351 |   15799039
    miss rate                        |     11.30% |     11.28% |     11.29% |     11.28%
    mpki                             |      37.69 |      37.40 |      37.48 |      37.39
  Cache L2                           |            |            |            |           
    num cache accesses               |   16033805 |   16022547 |   16023130 |   16024116
    num cache misses                 |    1865221 |    1843898 |    1845134 |    1836045
    miss rate                        |     11.63% |     11.51% |     11.52% |     11.46%
    mpki                             |       4.45 |       4.37 |       4.38 |       4.34
  Cache L3                           |            |            |            |           
    num cache accesses               |    2787616 |    2752742 |    2761429 |    2748029
    num cache misses                 |    1604686 |    1579982 |    1579491 |    1575770
    miss rate                        |     57.56% |     57.40% |     57.20% |     57.34%
    mpki                             |       3.83 |       3.74 |       3.75 |       3.73
DRAM summary                         |            |            |            |           
  num dram accesses                  |   11951870 |          0 |          0 |          0
  average dram access latency (ns)   |    1640.95 |        inf |        inf |        inf
  average dram queueing delay        |    1579.70 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     10.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |    1096110 |    1075912 |    1083666 |    1081124
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0
