                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |    9734574 |    9782275 |    9748592 |    9694460
  Cycles                             |   11049200 |   11049200 |   11049200 |   11049200
  IPC                                |       0.88 |       0.89 |       0.88 |       0.88
  Time (ns)                          |    2762300 |    2762300 |    2762300 |    2762300
  Idle time (ns)                     |        261 |     185136 |     185572 |     185768
  Idle time (%)                      |       0.0% |       6.7% |       6.7% |       6.7%
Branch predictor stats               |            |            |            |           
  num correct                        |     810999 |     906783 |     899612 |     879263
  num incorrect                      |       5269 |       2014 |       1973 |       2334
  misprediction rate                 |      0.65% |      0.22% |      0.22% |      0.26%
  mpki                               |       0.54 |       0.21 |       0.20 |       0.24
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |     676635 |     615110 |     604940 |     586097
    num misses                       |        116 |         24 |         24 |         24
    miss rate                        |      0.02% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.01 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |           
    num accesses                     |    3633470 |    3507926 |    3492390 |    3502261
    num misses                       |      15135 |      12244 |      11595 |      11540
    miss rate                        |      0.42% |      0.35% |      0.33% |      0.33%
    mpki                             |       1.55 |       1.25 |       1.19 |       1.19
  L2 TLB                             |            |            |            |           
    num accesses                     |      15251 |      12268 |      11619 |      11564
    num misses                       |        608 |        317 |        297 |        309
    miss rate                        |      3.99% |      2.58% |      2.56% |      2.67%
    mpki                             |       0.06 |       0.03 |       0.03 |       0.03
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |     676635 |     615110 |     604940 |     586097
    num cache misses                 |       1910 |        144 |        142 |        145
    miss rate                        |      0.28% |      0.02% |      0.02% |      0.02%
    mpki                             |       0.20 |       0.01 |       0.01 |       0.01
  Cache L1-D                         |            |            |            |           
    num cache accesses               |    3633470 |    3507926 |    3492390 |    3502261
    num cache misses                 |     142172 |     130914 |     129723 |     130439
    miss rate                        |      3.91% |      3.73% |      3.71% |      3.72%
    mpki                             |      14.60 |      13.38 |      13.31 |      13.46
  Cache L2                           |            |            |            |           
    num cache accesses               |     157125 |     141037 |     139174 |     140475
    num cache misses                 |      47913 |      39499 |      39771 |      38331
    miss rate                        |     30.49% |     28.01% |     28.58% |     27.29%
    mpki                             |       4.92 |       4.04 |       4.08 |       3.95
  Cache L3                           |            |            |            |           
    num cache accesses               |      67913 |      55958 |      55451 |      54740
    num cache misses                 |      11374 |       2157 |       2162 |       2187
    miss rate                        |     16.75% |      3.85% |      3.90% |      4.00%
    mpki                             |       1.17 |       0.22 |       0.22 |       0.23
DRAM summary                         |            |            |            |           
  num dram accesses                  |      17861 |          0 |          0 |          0
  average dram access latency (ns)   |     511.83 |        inf |        inf |        inf
  average dram queueing delay        |     450.58 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |       6287 |         36 |         52 |         49
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0
