                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11   
  Instructions                       |   21429143 |    3726298 |    3998191 |    3957985 |    3596881 |    3892856 |    3885263 |    3686042 |    4347478 |    4298349 |    3725887 |    4376510
  Cycles                             |   59108400 |   59108400 |   59108400 |   59108400 |   14777100 |   14777100 |   14777100 |   14777100 |   59108400 |   59108400 |   59108400 |   59108400
  IPC                                |       0.36 |       0.06 |       0.07 |       0.07 |       0.24 |       0.26 |       0.26 |       0.25 |       0.07 |       0.07 |       0.06 |       0.07
  Time (ns)                          |   14777100 |   14777100 |   14777100 |   14777100 |   14777100 |   14777100 |   14777100 |   14777100 |   14777100 |   14777100 |   14777100 |   14777100
  Idle time (ns)                     |       1617 |   12753307 |   12754317 |   12754739 |   12724070 |   12724862 |   12724981 |   12725222 |   12755616 |   12755913 |   12756380 |   12756697
  Idle time (%)                      |       0.0% |      86.3% |      86.3% |      86.3% |      86.1% |      86.1% |      86.1% |      86.1% |      86.3% |      86.3% |      86.3% |      86.3%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    2416749 |    1137219 |    1251442 |    1236603 |    1092938 |    1217505 |    1215204 |    1129515 |    1345462 |    1322516 |    1088532 |    1358268
  num incorrect                      |     162276 |      10672 |       6913 |       7285 |      10953 |       6716 |       6787 |       9867 |      10607 |      11596 |      19009 |      10139
  misprediction rate                 |      6.29% |      0.93% |      0.55% |      0.59% |      0.99% |      0.55% |      0.56% |      0.87% |      0.78% |      0.87% |      1.72% |      0.74%
  mpki                               |       7.57 |       2.86 |       1.73 |       1.84 |       3.05 |       1.73 |       1.75 |       2.68 |       2.44 |       2.70 |       5.10 |       2.32
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    2788487 |      92791 |      67680 |      68628 |      95193 |      66953 |      67533 |      88370 |      92164 |     100740 |     146242 |      88873
    num misses                       |        174 |         26 |         26 |         26 |         28 |         26 |         26 |         26 |         26 |         26 |         26 |         26
    miss rate                        |      0.01% |      0.03% |      0.04% |      0.04% |      0.03% |      0.04% |      0.04% |      0.03% |      0.03% |      0.03% |      0.02% |      0.03%
    mpki                             |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    5000543 |     761990 |     790047 |     784679 |     743737 |     770651 |     770543 |     751426 |     865742 |     862445 |     800400 |     868487
    num misses                       |       2160 |        807 |        766 |        765 |        698 |        709 |        747 |        771 |        760 |        737 |        700 |        792
    miss rate                        |      0.04% |      0.11% |      0.10% |      0.10% |      0.09% |      0.09% |      0.10% |      0.10% |      0.09% |      0.09% |      0.09% |      0.09%
    mpki                             |       0.10 |       0.22 |       0.19 |       0.19 |       0.19 |       0.18 |       0.19 |       0.21 |       0.17 |       0.17 |       0.19 |       0.18
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |       2334 |        833 |        792 |        791 |        726 |        735 |        773 |        797 |        786 |        763 |        726 |        818
    num misses                       |        687 |        180 |        181 |        179 |        170 |        179 |        170 |        179 |        170 |        168 |        172 |        168
    miss rate                        |     29.43% |     21.61% |     22.85% |     22.63% |     23.42% |     24.35% |     21.99% |     22.46% |     21.63% |     22.02% |     23.69% |     20.54%
    mpki                             |       0.03 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.04 |       0.05 |       0.04 |       0.04 |       0.05 |       0.04
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    2788487 |      92791 |      67680 |      68628 |      95193 |      66953 |      67533 |      88370 |      92164 |     100740 |     146242 |      88873
    num cache misses                 |       2777 |        170 |        170 |        171 |        176 |        170 |        171 |        169 |        170 |        169 |        170 |        170
    miss rate                        |      0.10% |      0.18% |      0.25% |      0.25% |      0.18% |      0.25% |      0.25% |      0.19% |      0.18% |      0.17% |      0.12% |      0.19%
    mpki                             |       0.13 |       0.05 |       0.04 |       0.04 |       0.05 |       0.04 |       0.04 |       0.05 |       0.04 |       0.04 |       0.05 |       0.04
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    5000543 |     761990 |     790047 |     784679 |     743737 |     770651 |     770543 |     751426 |     865742 |     862445 |     800400 |     868487
    num cache misses                 |      45690 |      18219 |      18047 |      18047 |      18333 |      17900 |      18111 |      18226 |      17880 |      17835 |      18164 |      17824
    miss rate                        |      0.91% |      2.39% |      2.28% |      2.30% |      2.46% |      2.32% |      2.35% |      2.43% |      2.07% |      2.07% |      2.27% |      2.05%
    mpki                             |       2.13 |       4.89 |       4.51 |       4.56 |       5.10 |       4.60 |       4.66 |       4.94 |       4.11 |       4.15 |       4.88 |       4.07
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      50592 |      18447 |      18268 |      18272 |      18575 |      18126 |      18338 |      18455 |      18714 |      18690 |      19199 |      18649
    num cache misses                 |      35991 |      16734 |      16610 |      16613 |      16820 |      16590 |      16716 |      16765 |      16439 |      16368 |      16736 |      16392
    miss rate                        |     71.14% |     90.71% |     90.92% |     90.92% |     90.55% |     91.53% |     91.15% |     90.84% |     87.84% |     87.58% |     87.17% |     87.90%
    mpki                             |       1.68 |       4.49 |       4.15 |       4.20 |       4.68 |       4.26 |       4.30 |       4.55 |       3.78 |       3.81 |       4.49 |       3.75
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      38672 |      16803 |      16670 |      16678 |      16899 |      16654 |      16783 |      16827 |      17103 |      17054 |      17601 |      17048
    num cache misses                 |      24655 |       5783 |       5657 |       5549 |       5588 |       5524 |       5636 |       5782 |      11117 |      11082 |      11317 |      10967
    miss rate                        |     63.75% |     34.42% |     33.94% |     33.27% |     33.07% |     33.17% |     33.58% |     34.36% |     65.00% |     64.98% |     64.30% |     64.33%
    mpki                             |       1.15 |       1.55 |       1.41 |       1.40 |       1.55 |       1.42 |       1.45 |       1.57 |       2.56 |       2.58 |       3.04 |       2.51
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |      13955 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |      13890 |          0 |          0 |          0
