873040,281361,45841,222036,78965,56809,42912,38591,42150,76958,41435,0
858823,119309,51393,401480,39756,47689,40202,30639,34821,62278,0,41435
872147,241870,57980,270581,83786,96562,69564,72386,61971,0,62278,76958
825032,157997,49978,224905,69076,40548,48209,24807,0,61971,34821,42150
862133,219057,56863,227459,57171,50336,42059,0,24807,72386,30639,38591
828494,58265,62457,217595,73418,58905,0,42059,48209,69564,40202,42912
899225,123487,78450,265809,77269,0,58905,50336,40548,96562,47689,56809
980982,99152,88243,151230,0,77269,73418,57171,69076,83786,39756,78965
1497109,438746,336804,0,151230,265809,217595,227459,224905,270581,401480,222036
1128814,127984,0,336804,88243,78450,62457,56863,49978,57980,51393,45841
1196352,0,127984,438746,99152,123487,58265,219057,157997,241870,119309,281361
0,1196352,1128814,1497109,980982,899225,828494,862133,825032,872147,858823,873040

