15,93155686,2649518,491424047,18630924
14,131083246,2705294,646098679,18951928
13,90978099,2649406,483742743,18565140
12,132187902,2611403,649459687,18297756
11,51937691,2600761,328636299,18196392
10,51527077,2598597,328168959,18150628
9,52199355,2478810,326583566,17370776
8,48889020,2467194,314237499,17259964
7,50884355,2415946,320871680,16911428
6,48333975,2412239,312622655,16854548
5,51681208,2342046,323651035,16384876
4,50573951,2326955,319979711,16259044
3,105151892,2295895,538672245,16035360
2,77549379,2348258,432048535,16330884
1,79899318,2289814,439848019,15932928
0,105198798,2341428,538637009,16183812
