10840494,29281044,37106416,32417208,4691536,2894396,5619944,3471308,8364556,5996572,6588128,0
12832016,29138536,35518224,30842216,4556032,3281172,4678584,3255864,8910512,5881232,0,6588128
11482039,25940544,35713792,32144052,3929416,2644084,4746852,2654192,8287160,0,5881232,5996572
17860532,29250868,39212612,34208828,7028848,6018316,7984844,5729072,0,8287160,8910512,8364556
5574235,24727572,32937620,28165316,1342388,182632,2103340,0,5729072,2654192,3255864,3471308
10013219,28875724,37534480,31801696,3432508,2388128,0,2103340,7984844,4746852,4678584,5619944
5566236,26983168,34943192,30359612,1547448,0,2388128,182632,6018316,2644084,3281172,2894396
8781991,26122324,34137460,30298016,0,1547448,3432508,1342388,7028848,3929416,4556032,4691536
74340579,49888048,62234888,0,30298016,30359612,31801696,28165316,34208828,32144052,30842216,32417208
82798089,56405376,0,62234888,34137460,34943192,37534480,32937620,39212612,35713792,35518224,37106416
74137727,0,56405376,49888048,26122324,26983168,28875724,24727572,29250868,25940544,29138536,29281044
0,74137727,82798089,74340579,8781991,5566236,10013219,5574235,17860532,11482039,12832016,10840494

