2583868,7264930,9220804,8053846,1169426,719105,1401439,863908,2086246,1495529,1642129,0
3080823,7228563,8822469,7658581,1134111,814272,1164374,808695,2221321,1464967,0,1642129
2742989,6429068,8871709,7984137,978449,656072,1182681,659152,2066342,0,1464967,1495529
4335756,7255372,9745045,8499275,1752377,1498725,1991026,1426485,0,2066342,2221321,2086246
1267343,6126617,8178190,6990172,331644,40129,521216,0,1426485,659152,808695,863908
2375942,7162810,9326677,7898191,854251,591581,0,521216,1991026,1182681,1164374,1401439
1263671,6688449,8677767,7536881,381920,0,591581,40129,1498725,656072,814272,719105
2070194,6475526,8478664,7522341,0,381920,854251,331644,1752377,978449,1134111,1169426
18408401,12367563,15451845,0,7522341,7536881,7898191,6990172,8499275,7984137,7658581,8053846
20493770,13989186,0,15451845,8478664,8677767,9326677,8178190,9745045,8871709,8822469,9220804
18352916,0,13989186,12367563,6475526,6688449,7162810,6126617,7255372,6429068,7228563,7264930
0,18352916,20493770,18408401,2070194,1263671,2375942,1267343,4335756,2742989,3080823,2583868

