1365010,167232,68,5392,5796,56,5476,68,4296,68,4260,13569,96,10401,8172,8700,8309,11828,9076,11060,10028,17119,7672,24185,1697585,4164712,1194707,3305807,280582,159570,165790,164557,107048,110853,125984,0
45454,215832,0,4236,472,0,1360,0,324,0,11216,8180,0,0,0,0,0,0,0,308,144,13080,7632,28152,3124,6692,2408,3764,3012,2472,3028,2400,10020,12052,0,125984
47761,221767,0,5040,412,0,1888,0,460,0,10648,9072,0,0,164,0,0,288,0,144,0,196,26136,24084,9176,12524,8744,10068,10816,10716,8592,8872,11352,0,12052,110853
47784,211902,0,5932,528,0,2468,0,328,0,11888,9364,0,0,308,0,288,144,0,0,144,31680,8196,17288,2816,6760,3352,4208,3472,2384,4116,2784,0,11352,10020,107048
68505,341736,0,5036,540,0,9668,0,10708,0,448,7164,0,0,720,0,308,2668,33896,5764,13676,0,0,8700,4320,9792,3148,4200,9260,10172,11380,0,2784,8872,2400,164557
69553,322876,0,5388,464,0,14372,0,4956,0,576,7412,0,0,576,0,308,12128,4120,18720,19516,0,0,7444,4124,8480,4344,5220,10636,8120,0,11380,4116,8592,3028,165790
65683,336018,0,4884,448,0,10056,0,8608,0,712,6252,0,0,884,0,0,18804,0,26152,5868,0,0,8824,4320,8336,3684,4648,12300,0,8120,10172,2384,10716,2472,159570
74773,325404,0,5696,460,0,9992,0,10468,0,500,8236,0,0,884,0,0,23344,17996,4832,12452,144,0,8860,3892,9976,4316,4036,0,12300,10636,9260,3472,10816,3012,280582
83794,350848,0,17292,11557,0,3252,0,680,0,676,11528,0,15904,23488,17876,8164,148,0,144,288,152,144,13956,20876,26060,19172,0,4036,4648,5220,4200,4208,10068,3764,3305807
68335,295456,0,192900,7928,0,2824,0,572,0,568,11168,0,7324,24276,11540,16056,164,0,144,0,144,144,9468,42516,25260,0,19172,4316,3684,4344,3148,3352,8744,2408,1194707
73492,340036,0,13756,9952,0,3504,0,540,0,536,9160,0,2540,5380,20136,30332,312,0,156,468,480,156,12492,19508,0,25260,26060,9976,8336,8480,9792,6760,12524,6692,4164712
73321,312740,0,15580,8056,0,2672,0,568,0,652,8788,0,29748,12764,8052,6180,312,0,312,156,156,164,12640,0,19508,42516,20876,3892,4320,4124,4320,2816,9176,3124,1697585
27069,179124,0,3888,4320,0,644,0,200,0,29920,12268,52,480,288,360,572,240,276,264,288,17392,7368,0,12640,12492,9468,13956,8860,8824,7444,8700,17288,24084,28152,24185
27898,208842,0,2632,3584,0,248,0,0,0,30244,4392,0,0,388,192,140,252,64,124,96,7224,0,7368,164,156,144,144,0,0,0,0,8196,26136,7632,7672
28642,192990,0,4296,3616,0,248,0,0,0,30165,14488,0,208,40,32,64,88,16,88,320,0,7224,17392,156,480,144,152,144,0,0,0,31680,196,13080,17119
38560,240697,0,4080,4792,0,24128,48,19092,0,108,1688,0,56,76,48,168,11672,6004,12324,0,320,96,288,156,468,0,288,12452,5868,19516,13676,144,0,144,10028
39152,290469,0,4456,4800,0,26812,0,21736,0,60,1688,0,184,272,148,100,9080,8908,0,12324,88,124,264,312,156,144,144,4832,26152,18720,5764,0,144,308,11060
39702,288650,0,3784,5504,0,17624,0,25409,0,0,1496,0,104,416,224,80,12684,0,8908,6004,16,64,276,0,0,0,0,17996,0,4120,33896,0,0,0,9076
42736,292882,0,3448,6208,0,25137,0,23936,0,236,1928,8,116,312,112,240,0,12684,9080,11672,88,252,240,312,312,164,148,23344,18804,12128,2668,144,288,0,11828
43656,278307,0,32845,32968,0,80,0,32,0,56,2372,48,8688,7616,15256,0,240,80,100,168,64,140,572,6180,30332,16056,8164,0,0,308,308,288,0,0,8309
840658,283442,0,33112,27444,0,8,0,8,0,8,2540,0,9828,8924,0,15256,112,224,148,48,32,192,360,8052,20136,11540,17876,0,0,0,0,0,0,0,8700
45686,297659,0,26700,35044,8,364,0,248,116,308,2648,0,15188,0,8924,7616,312,416,272,76,40,388,288,12764,5380,24276,23488,884,884,576,720,308,164,0,8172
41826,261838,52,31732,21732,8,80,0,8,32,24,2540,88,0,15188,9828,8688,116,104,184,56,208,0,480,29748,2540,7324,15904,0,0,0,0,0,0,0,10401
1609,340,28,8,0,12,8,8,48,0,1600,276,0,88,0,0,48,8,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,96
5343,42413,0,6040,4200,8,3572,0,3216,88,2928,0,276,2540,2648,2540,2372,1928,1496,1688,1688,14488,4392,12268,8788,9160,11168,11528,8236,6252,7412,7164,9364,9072,8180,13569
39505,1053699,0,3284,1544,8,2544,64,2104,36,0,2928,1600,24,308,8,56,236,0,60,108,30165,30244,29920,652,536,568,676,500,712,576,448,11888,10648,11216,4260
1617,264,16,8,0,28,108,284,1652,0,36,88,0,32,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68
40449,1054157,0,92572,1740,100,3144,236,0,1652,2104,3216,48,8,248,8,32,23936,25409,21736,19092,0,0,200,568,540,572,680,10468,8608,4956,10708,328,460,324,4296
1693,152,24,8,0,24,52,0,236,284,64,0,8,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68
41386,1056918,8,4444,2548,132,0,52,3144,108,2544,3572,8,80,364,8,80,25137,17624,26812,24128,248,248,644,2672,3504,2824,3252,9992,10056,14372,9668,2468,1888,1360,5476
1581,176,260,996,68,0,132,24,100,28,8,8,12,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56
