15,11752254,6778559,79935643,58190552
14,11181407,6778450,77650704,58188984
13,11983048,6778360,80856808,58188372
12,11335778,6778274,78266219,58186828
11,8342461,6778281,66292975,58186868
10,8019935,6778332,65003031,58187084
9,8425329,6778474,66626472,58189068
8,7852024,6778319,64331355,58187032
7,8366383,6778413,66390352,58188608
6,7843747,6778429,64298031,58187460
5,8352159,6778616,66335533,58190872
4,8010056,6778439,64965108,58188712
3,11564648,6778288,79181747,58186908
2,10848034,6778536,76318760,58190340
1,11236563,6778478,77871420,58189096
0,9882043,6877674,72741099,58777260
