15,47513181,11396199,382482877,97270268
14,71582749,17233843,577916311,147434868
13,70399296,17003641,568377763,145143948
12,45641637,11043707,367698279,94082988
11,68065456,16541475,549414883,140643748
10,100443064,24543178,811877455,208230224
9,103081394,25061025,833206147,213194252
8,70500376,17022887,569176243,145300344
7,66941811,16314613,540174143,138317052
6,101824468,24829151,823412939,211306140
5,107987657,26104528,874605219,223571660
4,72130879,17338859,582252703,148212004
3,43778567,10660070,352240567,90270592
2,70063234,16935640,565644438,144651928
1,68289434,16570052,550919731,140996672
0,46126271,11248717,372501256,96128486
