1379240,171216,5618,4912,32,1688,32,4428,4296,32,18010,11167,8068,8236,9597,13060,9364,10060,10364,56161,2131821,578706,2568269,932422,217792,183636,154296,171682,340650,0
137816,659636,824,1828,0,21280,0,2832,1048,0,35176,4480,0,0,308,1336,0,0,720,195192,7908,11216,8504,12192,14316,6148,6548,7736,0,340650
71040,328372,440,932,0,10284,0,11056,8896,0,836,1696,36,0,272,10836,19464,10556,17224,18320,3652,6396,4192,5200,21468,11832,14760,0,7736,171682
68614,358894,232,568,0,6776,0,13672,5664,0,792,3676,36,0,560,13992,12216,16952,11464,21000,4028,5916,4116,5104,16876,10904,0,14760,6548,154296
63336,295876,412,848,0,8740,0,8324,9260,0,868,2528,0,0,288,9248,9616,14432,18164,17628,3136,5952,3664,4328,19972,0,10904,11832,6148,183636
74708,330484,768,408,0,11272,0,8216,11268,0,732,2128,0,0,308,27924,10276,13048,8688,19868,7516,9104,7936,7600,0,19972,16876,21468,14316,217792
73694,308540,7760,11496,0,11060,0,1428,580,0,712,17896,4184,22444,14964,1420,0,0,156,24548,18988,22928,18952,0,7600,4328,5104,5200,12192,932422
73373,333992,10800,8700,0,12096,0,1512,472,0,600,27632,9600,13748,11024,632,0,0,312,23596,15628,20328,0,18952,7936,3664,4116,4192,8504,2568269
73746,334712,6232,12684,0,10180,0,1476,428,0,904,28720,22448,1628,6312,884,0,0,152,22816,23388,0,20328,22928,9104,5952,5916,6396,11216,578706
78780,325028,12369,8732,0,12528,0,2260,516,0,904,4772,15844,17704,23648,1412,0,0,320,24404,0,23388,15628,18988,7516,3136,4028,3652,7908,2131821
80091,579224,16520,3848,0,3360,0,516,0,0,120201,7996,380,324,2940,1308,212,144,408,0,24404,22816,23596,24548,19868,17628,21000,18320,195192,56161
39950,269398,6152,2344,0,1968,48,20832,21156,0,188,1016,120,76,64,7500,10024,11064,0,408,320,152,312,156,8688,18164,11464,17224,720,10364
39416,271761,5800,2764,0,1932,0,26040,23048,0,8,1016,136,104,132,13432,6516,0,11064,144,0,0,0,0,13048,14432,16952,10556,0,10060
38051,258945,5352,2628,0,2160,0,23853,21004,0,8,708,96,72,352,12748,0,6516,10024,212,0,0,0,0,10276,9616,12216,19464,0,9364
42730,310226,6024,2980,0,2124,0,22780,24301,0,2272,956,128,120,352,0,12748,13432,7500,1308,1412,884,632,1420,27924,9248,13992,10836,1336,13060
41916,267080,27148,33180,52,3036,0,132,72,0,80,6908,14640,12172,0,352,352,132,64,2940,23648,6312,11024,14964,308,288,560,272,308,9597
41342,262123,28848,25880,0,3120,0,12,0,0,20,14416,8028,0,12172,120,72,104,76,324,17704,1628,13748,22444,0,0,0,0,0,8236
840065,274310,28020,30976,0,3288,0,0,12,8,8,17624,0,8028,14640,128,96,136,120,380,15844,22448,9600,4184,0,0,36,36,0,8068
48464,313757,32772,32385,0,3540,0,1620,1388,8,1404,0,17624,14416,6908,956,708,1016,1016,7996,4772,28720,27632,17896,2128,2528,3676,1696,4480,11167
30119,1094568,1852,1916,0,3408,20,2300,2008,152,0,1404,8,20,80,2272,8,8,188,120201,904,904,600,712,732,868,792,836,35176,18010
1625,288,8,20,16,0,312,100,1732,0,152,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
40421,1053941,1904,2316,0,4068,280,3144,0,1732,2008,1388,12,0,72,24301,21004,23048,21156,0,516,428,472,580,11268,9260,5664,8896,1048,4296
41342,1056754,2220,2264,92,4628,36,0,3144,100,2300,1620,0,12,132,22780,23853,26040,20832,516,2260,1476,1512,1428,8216,8324,13672,11056,2832,4428
1565,212,36,8,4,56,0,36,280,312,20,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,32
1581,184,7220,7184,332,0,56,4628,4068,0,3408,3540,3288,3120,3036,2124,2160,1932,1968,3360,12528,10180,12096,11060,11272,8740,6776,10284,21280,1688
1605,240,144,148,0,332,4,92,0,16,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
45973,1062686,5152,0,148,7184,8,2264,2316,20,1916,32385,30976,25880,33180,2980,2628,2764,2344,3848,8732,12684,8700,11496,408,848,568,932,1828,4912
24029,1054429,0,5152,144,7220,36,2220,1904,8,1852,32772,28020,28848,27148,6024,5352,5800,6152,16520,12369,6232,10800,7760,768,412,232,440,824,5618
53677,0,1054429,1062686,240,184,212,1056754,1053941,288,1094568,313757,274310,262123,267080,310226,258945,271761,269398,579224,325028,334712,333992,308540,330484,295876,358894,328372,659636,171216
0,53677,24029,45973,1605,1581,1565,41342,40421,1625,30119,48464,840065,41342,41916,42730,38051,39416,39950,80091,78780,73746,73373,73694,74708,63336,68614,71040,137816,1379240

