4661045,182538,154856,141148,98422,203158,130178,129282,94666,123356,106600,0
3522442,71116,58072,41574,22282,136594,38518,33814,35218,46072,0,106600
3561098,99810,130716,52172,25458,121654,52810,57962,49242,0,46072,123356
2991826,105339,91904,49970,28056,150312,55492,35480,0,49242,35218,94666
3392467,119712,165646,45236,34124,42548,51452,0,35480,57962,33814,129282
3271594,100488,84028,50694,39880,137196,0,51452,55492,52810,38518,130178
3381342,209796,200202,190474,244672,0,137196,42548,150312,121654,136594,203158
3293382,98692,53010,28844,0,244672,39880,34124,28056,25458,22282,98422
4910272,192770,149106,0,28844,190474,50694,45236,49970,52172,41574,141148
5237028,170363,0,149106,53010,200202,84028,165646,91904,130716,58072,154856
4374092,0,170363,192770,98692,209796,100488,119712,105339,99810,71116,182538
0,4374092,5237028,4910272,3293382,3381342,3271594,3392467,2991826,3561098,3522442,4661045

