14,89538785,46359290,659580966,361813817
13,89778272,46468348,661321970,362669185
12,89823461,46478876,661626306,362748145
11,89710212,46440330,660831222,362448025
10,89947209,46521319,662493574,363076693
9,89758019,46455416,661160405,362561483
8,89863887,46494699,661908030,362867745
4,89828586,46475228,661648098,362715977
7,90002238,46558048,662911850,363364909
6,89833778,46479140,661691150,362747557
5,89710908,46440818,660834606,362451017
3,89724270,46437272,660918774,362422469
2,89814758,46488711,661588378,362826025
1,89926905,46533486,662394355,363181373
0,85793482,53113757,647621799,417357657
