1304573,650778,671891,1319543,639449,662996,641823,643868,0
800742,652337,676445,1322731,652860,673014,633609,0,643868
802270,664503,673739,1314675,642560,669224,0,633609,641823
1797516,683990,701758,1339049,653800,0,669224,673014,662996
796821,655300,661462,1304926,0,653800,642560,652860,639449
1792394,1308796,1327865,0,1304926,1339049,1314675,1322731,1319543
696885,673634,0,1327865,661462,701758,673739,676445,671891
701827,0,673634,1308796,655300,683990,664503,652337,650778
0,701827,696885,1792394,796821,1797516,802270,800742,1304573

