4900,8966,1,275,39,62,14,771,0,0,24,0,0,0,0,1172,0,0,0,0,0,275,0,1936,39,973,0,708,0,0,0,847,530,350,541,305,236,11654,1588,690,459,314,385,2296,402,322,325,0
9673,15435,1,198,90,1770,0,774,0,0,0,0,0,0,0,1430,0,3196,0,0,0,3,606,0,56,0,24,20,48,0,2669,51,448,525,896,2103,1403,30689,191,243,561,367,295,2782,642,1326,0,325
9431,14472,1,311,68,1667,0,801,0,0,24,0,0,0,0,1595,0,371,0,0,0,3,5319,0,109,0,0,92,0,0,606,131,528,407,1069,1320,1551,19412,206,333,566,376,263,2891,616,0,1326,322
12216,23028,1,1429,1080,96,14,2923,193,0,0,0,0,0,0,2104,0,0,3496,0,3129,3,0,4,79,2,0,55,52,0,0,69,3890,399,1117,652,2167,144066,279,302,4710,2818,464,3696,0,616,642,402
7749,12503,14,263,29555,19797,4,1262,0,4,24,4,4,4,4,2384,4,27,0,10,0,497,0,1532,164,1878,0,2192,24,0,0,1389,4052,2284,2041,2755,1475,16248,3636,3774,36290,4774,2389,0,3696,2891,2782,2296
7639,13461,1,228,87,69,0,1077,0,0,1200,0,0,0,0,1961,0,146,0,0,0,3,5,0,1358,0,2286,43,1477,1332,430,73,333,1619,1705,205,1491,13431,280,285,459,256,0,2389,464,263,295,385
9476,16157,1,1489,479,1209,0,2613,964,0,0,0,0,0,0,2111,0,0,1728,0,2153,1,0,4,76,4,0,71,25,0,0,90,1966,262,769,308,1244,74100,255,290,3370,0,256,4774,2818,376,367,314
15306,27629,1,1646,35549,950,0,4283,4701,0,27,0,0,0,0,2194,0,0,1732,0,1389,3,0,0,107,0,0,34,1,0,24,109,3853,385,1240,566,3872,291007,337,444,0,3370,459,36290,4710,566,561,459
6330,11815,1,233,104,99,0,954,0,0,0,0,0,0,0,1916,0,0,0,0,3,2622,0,1455,73,213,0,790,0,0,48,1143,362,263,553,182,238,10363,1751,0,444,290,285,3774,302,333,243,690
7662,12475,1,328,75,98,0,1398,0,0,0,0,0,0,0,2091,0,0,0,0,0,1557,24,0,63,2530,0,1922,52,0,0,1193,255,193,606,175,164,13558,0,1751,337,255,280,3636,279,206,191,1588
205692,21113,1,678,760,588,0,2082,1576,0,1246,0,0,0,0,2338,0,1805,1496,0,2179,1398,1759,1412,509,3065,1080,4033,1107,1015,1804,531,286615,12582,8266,19109,10940,0,13558,10363,291007,74100,13431,16248,144066,19412,30689,11654
4911,9063,1,198,50,54,0,726,0,0,2001,0,0,0,0,1118,0,146,0,0,0,3,5,0,856,24,1365,10,1,492,170,52,2528,1342,430,1722,0,10940,164,238,3872,1244,1491,1475,2167,1551,1403,236
9196,14685,1,274,68,1664,0,774,0,0,0,0,0,0,0,1400,0,2371,0,0,0,3,490,0,44,0,0,20,0,0,2979,57,493,229,730,0,1722,19109,175,182,566,308,205,2755,652,1320,2103,305
4915,8499,1,208,84,54,14,591,0,0,1459,0,0,0,0,1467,0,0,0,0,18,2,146,0,866,0,678,60,1147,1036,284,57,1160,1285,0,730,430,8266,606,553,1240,769,1705,2041,1117,1069,896,541
7099,12194,1,315,78,61,0,1191,0,0,1007,0,0,0,0,1727,0,151,0,0,0,3,142,0,1253,0,745,43,2448,1859,5,65,446,0,1285,229,1342,12582,193,263,385,262,1619,2284,399,407,525,350
13097,21285,1,799,1843,68,14,3611,2050,0,0,0,0,0,0,2361,0,0,2834,0,1929,3,27,2,121,4,0,81,15,0,0,95,0,446,1160,493,2528,286615,255,362,3853,1966,333,4052,3890,528,448,530
