2400259,273164,8275524,266676,330628,338652,390192,0
2400231,12,8000028,4,8,19216,0,390192
3600387,20,12000052,20,28816,0,19216,338652
2400239,0,12000028,19204,0,28816,8,330628
1200247,8,12028836,0,19204,20,4,266676
22400216,8012824,0,12028836,12000028,12000052,8000028,8275524
2419300,0,8012824,8,0,20,12,273164
0,2419300,22400216,1200247,2400239,3600387,2400231,2400259

