7,5412762,2237047,39547179,17896320
12,5446630,2237157,39684295,17897960
6,5525221,2237159,39998675,17897976
5,5438974,2237047,39652027,17896320
8,5393913,2237047,39471783,17896320
13,5572738,2237047,40187083,17896320
10,5400630,2237047,39498651,17896320
11,5391123,2237047,39460623,17896320
14,5394136,2237053,39472659,17896344
2,5615255,2237047,40357151,17896320
4,5492546,2237047,39866315,17896320
9,5401166,2237379,39505785,17901252
3,5465696,2237157,39760559,17897960
1,5500372,2237047,39897619,17896320
0,38100244,2247471,304549565,17959963
