22828795,2128916,3020804,2802528,2275908,2301048,3730804,2737616,2721736,2940172,3058308,2264248,2738412,2255352,0
65080615,3033236,2207960,1781692,3070728,2971284,3895384,2610660,2713712,1948804,2158672,3056192,1773192,0,2255352
21854867,1520052,3095924,4656064,1749832,1869324,3465156,2312224,2104256,3804264,2925428,1770148,0,1773192,2738412
57578903,3035900,2140832,1756600,3092336,3075272,3955392,2634724,2749256,1898216,2149936,0,1770148,3056192,2264248
22088735,1834048,3289504,2915984,2155352,2185528,3598880,2682152,2515476,3238860,0,2149936,2925428,2158672,3058308
22277647,1635164,3374076,3905484,1870528,1945808,3434456,2484568,2242228,0,3238860,1898216,3804264,1948804,2940172
29915279,2389560,2615640,2120124,2738904,2709492,4108656,2935220,0,2242228,2515476,2749256,2104256,2713712,2721736
29000279,2256088,2719424,2333656,2606528,2618832,4025336,0,2935220,2484568,2682152,2634724,2312224,2610660,2737616
35209035,3590512,3744012,3340948,3949480,3973484,0,4025336,4108656,3434456,3598880,3955392,3465156,3895384,3730804
57120675,2957204,2286876,1810472,3095024,0,3973484,2618832,2709492,1945808,2185528,3075272,1869324,2971284,2301048
61938583,3064132,2160840,1722216,0,3095024,3949480,2606528,2738904,1870528,2155352,3092336,1749832,3070728,2275908
21624315,1503472,3079672,0,1722216,1810472,3340948,2333656,2120124,3905484,2915984,1756600,4656064,1781692,2802528
22309959,1901380,0,3079672,2160840,2286876,3744012,2719424,2615640,3374076,3289504,2140832,3095924,2207960,3020804
105720088,0,1901380,1503472,3064132,2957204,3590512,2256088,2389560,1635164,1834048,3035900,1520052,3033236,2128916
0,105720088,22309959,21624315,61938583,57120675,35209035,29000279,29915279,22277647,22088735,57578903,21854867,65080615,22828795

