7564,0,4401,202,3,0,9440,95,0,1944,1258,0,0,140,297,108577,3536,218,13595,255,0,4,1361,33,0,0,2506,1480,446,0,392,2157,3784,1228,19619,1974,0,350,189,333,1556,0
788,12,318,1054,98,130,1458,482,4,360,450,304,4,426,1235,2338,1831,1121,790,120,297,712,348,1227,1510,0,1632,990,732,120,1104,933,1088,370,38058,2334,0,940,1065,2019,0,1556
5744,0,26,1319,0,0,250,95,1,0,159,8,0,1449,392,16536,362,234,281,470,0,2357,2,2001,3363,0,248,390,616,0,499,770,236,0,14158,1253,0,1790,1428,0,2019,333
4267,0,215,1663,0,0,212,74,0,0,119,2,0,1188,238,13657,315,232,112,183,0,900,0,2402,1251,0,269,10659,426,0,555,643,211,0,10144,827,0,797,0,1428,1065,189
3922,0,246,1063,4,0,133,48,0,0,160,2,0,1056,337,10362,530,115,86,387,0,1445,0,1515,1843,0,572,332,274,1,456,900,503,0,10777,971,8,0,797,1790,940,350
313,0,0,0,8,12,3,1,6,13,10,4,0,0,0,12,0,0,0,4,1,0,0,0,0,35,0,32,0,0,2,0,0,0,21,0,0,8,0,0,0,0
19165,0,267,240,1,0,1266,173,0,2,194,0,0,194,3778,78166,2159,989,4883,486,14,0,0,83,0,0,2240,844,22407,0,1838,3051,10152,0,44858,0,0,971,827,1253,2334,1974
1359,25,72432,30896,32763,36183,12293,1045678,29,61253,1045823,35,9,1048721,9696,15374,23066,12709,1053615,32901,57,34043,65914,35115,39939,33,24680,1046122,135607,32233,8331,9884,20473,68984,0,44858,21,10777,10144,14158,38058,19619
6104,0,2483,69,4,10,2,0,0,731,3991,2,0,0,0,1911,1728,0,0,48,21,5,1298,31,3,0,1861,5073,60,12,5,0,5635,0,68984,0,0,0,0,0,370,1228
7594,0,1767,318,0,0,178,77,0,384,951,0,0,156,337,28831,2412,215,223,336,0,6,1928,26,8,0,3365,1979,309,0,333,1969,0,5635,20473,10152,0,503,211,236,1088,3784
3944,0,222,2643,0,0,148,97,12,1,82,0,2,1043,138,16377,1966,140,95,171,0,1516,0,1179,276,0,2815,588,489,0,308,0,1969,0,9884,3051,0,900,643,770,933,2157
8831,2,11,5,977,773,274,880,2,45,184,2,18,185,984,18284,454,833,207,2756,16,39,45,56,45,2,276,585,895,278,0,308,333,5,8331,1838,2,456,555,499,1104,392
2733,0,12,0,421,94,2626,4044,0,18,336,0,0,0,988,1035,0,1748,18,185,0,0,10,33,0,0,0,188,93,0,278,0,0,12,32233,0,0,1,0,0,120,0
12389,0,79,36,116,80,1444,218,0,67,1134,0,0,136,1602,5326,750,1386,17918,44,40,77,62,146,54,0,567,1712,0,93,895,489,309,60,135607,22407,0,274,426,616,732,446
6143,14,5042,236,318,302,809,649,0,3943,833,2,0,491,585,635,2577,1070,918,280,49,156,4185,273,189,126,1878,0,1712,188,585,588,1979,5073,1046122,844,32,332,10659,390,990,1480
9156,0,3507,201,1,0,285,120,0,3562,1484,0,0,117,202,145759,4914,251,206,358,0,2,1282,34,2,0,0,1878,567,0,276,2815,3365,1861,24680,2240,0,572,269,248,1632,2506
317,2,0,0,0,0,0,0,15,1,13,3,1,0,0,13,0,15,0,0,1,0,0,0,0,0,0,126,0,0,2,0,0,0,33,0,35,0,0,0,0,0
3246,0,11,744,4,7,0,0,0,7,568,21,0,4407,1,2916,4,0,2,52,13,215,28,1352,0,0,2,189,54,0,45,276,8,3,39939,0,0,1843,1251,3363,1510,0
3265,0,70,1238,24,20,28,25,0,31,548,0,0,4283,12,3240,88,42,29,26,2,40,58,0,1352,0,34,273,146,33,56,1179,26,31,35115,83,0,1515,2402,2001,1227,33
106579,0,1017,43,18,4,0,2,0,1781,5269,2,0,0,18,2094,4803,8,0,0,0,7,0,58,28,0,1282,4185,62,10,45,0,1928,1298,65914,0,0,0,0,2,348,1361
3089,0,4,377,0,16,1,8,0,8,440,5,0,3812,8,1292,6,0,0,44,18,0,7,40,215,0,2,156,77,0,39,1516,6,5,34043,0,0,1445,900,2357,712,4
317,4,30,3,40,0,0,44,0,0,36,63,5,28,7,12,0,0,52,1,0,18,0,2,13,1,0,49,40,0,16,0,0,21,57,14,1,0,0,0,297,0
2926,14,21,40,71,283,1948,4010,1,42,398,0,0,122,1338,1203,388,1631,14,0,1,44,0,26,52,0,358,280,44,185,2756,171,336,48,32901,486,4,387,183,470,120,255
6986,4,0,40,24,22,226,655,4,4,574,8,0,472,102,624,7695,378,0,14,52,0,0,29,2,0,206,918,17918,18,207,95,223,0,1053615,4883,0,86,112,281,790,13595
5126,0,0,0,1649,2331,2069,1379,2,1,107,2,0,171,1135,15306,366,0,378,1631,0,0,8,42,0,15,251,1070,1386,1748,833,140,215,0,12709,989,0,115,232,234,1121,218
9435,0,1306,222,1,0,309,178,0,3791,1375,0,0,157,542,117058,0,366,7695,388,0,6,4803,88,4,0,4914,2577,750,0,454,1966,2412,1728,23066,2159,0,530,315,362,1831,3536
204993,12,2003,2498,1313,974,12624,542,13,1366,745,10,12,555,10083,0,117058,15306,624,1203,12,1292,2094,3240,2916,13,145759,635,5326,1035,18284,16377,28831,1911,15374,78166,12,10362,13657,16536,2338,108577
3566,0,35,40,684,2402,1077,938,0,0,110,2,3,164,0,10083,542,1135,102,1338,7,8,18,12,1,0,202,585,1602,988,984,138,337,0,9696,3778,0,337,238,392,1235,297
6282,0,0,4232,0,0,126,477,2,0,460,2,3,0,164,555,157,171,472,122,28,3812,0,4283,4407,0,117,491,136,0,185,1043,156,0,1048721,194,0,1056,1188,1449,426,140
315,43,14,0,0,13,0,5,55,0,0,2,0,3,3,12,0,0,0,0,5,0,0,0,0,1,0,0,0,0,18,2,0,0,9,0,0,0,0,0,4,0
312,5,0,2,0,0,0,0,2,0,2,0,2,2,2,10,0,2,8,0,63,5,2,0,21,3,0,2,0,0,2,0,0,2,35,0,4,2,2,8,304,0
3718,0,4839,502,288,248,109,345,4,5701,0,2,0,460,110,745,1375,107,574,398,36,440,5269,548,568,13,1484,833,1134,336,184,82,951,3991,1045823,194,10,160,119,159,450,1258
5603,0,1240,2,10,9,0,0,1,0,5701,0,0,0,0,1366,3791,1,4,42,0,8,1781,31,7,1,3562,3943,67,18,45,1,384,731,61253,2,13,0,0,0,360,1944
316,33,0,0,0,0,0,13,0,1,4,2,55,2,0,13,0,2,4,1,0,0,0,0,0,15,0,0,0,0,2,12,0,0,29,0,6,0,0,1,4,0
6009,287,0,0,4282,3597,1236,0,13,0,345,0,5,477,938,542,178,1379,655,4010,44,8,2,25,0,0,120,649,218,4044,880,97,77,0,1045678,173,1,48,74,95,482,95
4532,0,0,0,2976,8,0,1236,0,0,109,0,0,126,1077,12624,309,2069,226,1948,0,1,0,28,0,0,285,809,1444,2626,274,148,178,2,12293,1266,3,133,212,250,1458,9440
2751,0,4,4,34,0,8,3597,0,9,248,0,13,0,2402,974,0,2331,22,283,0,16,4,20,7,0,0,302,80,94,773,0,0,10,36183,0,12,0,0,0,130,0
3140,0,2,3,0,34,2976,4282,0,10,288,0,0,0,684,1313,1,1649,24,71,40,0,18,24,4,0,1,318,116,421,977,0,0,4,32763,1,8,4,0,0,98,3
2968,0,6,0,3,4,0,0,0,2,502,2,0,4232,40,2498,222,0,40,40,3,377,43,1238,744,0,201,236,36,0,5,2643,318,69,30896,240,0,1063,1663,1319,1054,202
5980,0,0,6,2,4,0,0,0,1240,4839,0,14,0,35,2003,1306,0,0,21,30,4,1017,70,11,0,3507,5042,79,12,11,222,1767,2483,72432,267,0,246,215,26,318,4401
312,0,0,0,0,0,0,287,33,0,0,5,43,0,0,12,0,0,4,14,4,0,0,0,0,2,0,14,0,0,2,0,0,0,25,0,0,0,0,0,12,0
0,312,5980,2968,3140,2751,4532,6009,316,5603,3718,312,315,6282,3566,204993,9435,5126,6986,2926,317,3089,106579,3265,3246,317,9156,6143,12389,2733,8831,3944,7594,6104,1359,19165,313,3922,4267,5744,788,7564

