15,1334085,374719,6292171,1747384
14,1446279,376949,6736111,1736992
13,1347261,370521,6350276,1704824
12,1398105,368680,6571370,1694496
11,1057053,365336,5223563,1677228
10,1068530,363010,5289123,1666204
9,1065158,366005,5297439,1677768
8,1064895,365848,5317855,1676492
7,1095163,373945,5462007,1709240
6,1114149,370498,5558255,1694100
5,1088254,380777,5482959,1738864
4,1170123,378293,5827235,1725352
3,1692253,418652,7946251,1891700
2,2214287,431764,10060790,1946744
1,1735301,427848,8163647,1928676
0,1874792,494459,8808457,2126815
