213648,20570,732,621,538,195,3589,2741,2247,3157,2624,17071,140208,103022,284470,191004,139893,0
52629,90763,2378,230,376,1915,9935,0,166,2095,1,43928,2916,11104,2416,22895,0,139893
16978,31874,3406,1247,27122,1918,797,1972,3567,5854,3194,5002,6079,6707,4208,0,22895,191004
19731,32789,3790,753,1750,2159,1108,2237,3127,7573,4098,4804,7061,9879,0,4208,2416,284470
19457,34442,3068,1682,1336,2132,918,4322,3286,4336,3388,4418,7609,0,9879,6707,11104,103022
17737,33411,3828,1199,1183,2203,742,4081,3800,4402,2706,4098,0,7609,7061,6079,2916,140208
25125,275478,1087,365,4200,480,40016,78,1078,1817,110,0,4098,4418,4804,5002,43928,17071
8793,96601,5099,4120,4207,653,0,2055,3101,2300,0,110,2706,3388,4098,3194,1,2624
109804,94166,4656,4442,4857,594,1304,2121,3258,0,2300,1817,4402,4336,7573,5854,2095,3157
9354,112207,6011,3500,5487,654,97,3427,0,3258,3101,1078,3800,3286,3127,3567,166,2247
8566,99130,4473,5357,3824,601,24,0,3427,2121,2055,78,4081,4322,2237,1972,0,2741
8902,2140277,1181,485,799,559,0,24,97,1304,0,40016,742,918,1108,797,9935,3589
357,72,1085,1144,538,0,559,601,654,594,653,480,2203,2132,2159,1918,1915,195
6705,1046139,1152,649,0,538,799,3824,5487,4857,4207,4200,1183,1336,1750,27122,376,538
6038,1045738,1481,0,649,1144,485,5357,3500,4442,4120,365,1199,1682,753,1247,230,621
3716,1045865,0,1481,1152,1085,1181,4473,6011,4656,5099,1087,3828,3068,3790,3406,2378,732
6719,0,1045865,1045738,1046139,72,2140277,99130,112207,94166,96601,275478,33411,34442,32789,31874,90763,20570
0,6719,3716,6038,6705,357,8902,8566,9354,109804,8793,25125,17737,19457,19731,16978,52629,213648

