15,11475843,54919,46075213,293966
14,11450133,81148,46019073,411822
13,6745336,76287,27154999,382304
12,7127254,58527,28676614,305299
11,8100601,59529,32571899,310904
10,8188316,49597,32921748,269074
9,8211213,67229,33054906,347890
8,8147555,49956,32754080,267289
7,8114465,52730,32658589,281178
6,8076678,58502,32508867,306216
5,8077679,72487,32582254,365779
4,8110025,53862,32611825,289368
3,17392791,200735,70927275,880054
2,17327487,301179,71361061,1287174
1,17206184,183911,70079780,809923
0,19184266,1547292,87712874,11226773
