15,16673076,418777,84926934,3065764
14,16702789,452397,85836939,3269184
13,21364494,454710,105320924,3277516
12,21151343,428816,103593223,3106252
11,8054119,433888,51182095,3132132
10,8240905,413107,51460824,2994748
9,7959922,413223,50718343,2988936
8,8157426,400265,50989967,2896648
7,7942173,408654,50848589,2944912
6,8295665,381838,51154855,2768584
5,8010644,392587,50949095,2831560
4,8291275,386301,52106171,2782716
3,13938114,383657,75148012,2759864
2,17942771,368323,90377855,2653492
1,13848521,360851,74150107,2600436
0,17178226,493741,88443518,3380961
