1527179,47671,68689,41395,56007,62328,131250,42348,99774,56493,68249,96410,142151,231343,263385,0
1131624,3865,30726,12743,34685,21042,103672,41567,71926,39911,56834,36820,128035,434339,0,263385
1745111,469735,491920,482620,67002,45513,49848,104521,55538,78921,69758,54790,436400,0,434339,231343
1506400,370854,377368,307201,48882,31879,53114,69376,58512,39730,65571,297004,0,436400,128035,142151
1008302,94395,96378,107890,42647,34376,46574,28565,26258,31292,282268,0,297004,54790,36820,96410
900297,63007,70759,79889,66236,65667,57144,74047,62043,281938,0,282268,65571,69758,56834,68249
973740,72580,91160,80205,46058,43924,32554,18049,247048,0,281938,31292,39730,78921,39911,56493
962290,134801,138644,139598,54813,28796,27539,254745,0,247048,62043,26258,58512,55538,71926,99774
886844,37964,41475,48643,37431,19805,242182,0,254745,18049,74047,28565,69376,104521,41567,42348
779731,26252,34652,64215,34547,241144,0,242182,27539,32554,57144,46574,53114,49848,103672,131250
875494,108638,37109,41291,237182,0,241144,19805,28796,43924,65667,34376,31879,45513,21042,62328
887511,19151,43762,246995,0,237182,34547,37431,54813,46058,66236,42647,48882,67002,34685,56007
1755113,162678,347032,0,246995,41291,64215,48643,139598,80205,79889,107890,307201,482620,12743,41395
1781400,316807,0,347032,43762,37109,34652,41475,138644,91160,70759,96378,377368,491920,30726,68689
1893615,0,316807,162678,19151,108638,26252,37964,134801,72580,63007,94395,370854,469735,3865,47671
0,1893615,1781400,1755113,887511,875494,779731,886844,962290,973740,900297,1008302,1506400,1745111,1131624,1527179

