15,398165730,31580069,581647848,140942122
14,449882011,42598825,711343445,193521370
13,3798,3579,29678,28350
12,129531824,16809032,242960528,78821946
11,3795,3576,29678,28350
10,107732809,15342964,208762768,70932711
9,2759,2543,21462,20158
8,85067763,13846061,173676675,62934198
7,3802,3585,29662,28350
6,61641982,12242675,136616405,54281418
5,3798,3579,29678,28350
4,41976371,11274058,105260654,48271116
3,3795,3576,29678,28350
2,51123985,24155490,158595865,97510629
1,3786,3567,29678,28350
0,56832514,15479264,126860656,64151978
