3292731,181176,201388,192628,180792,183444,167128,174156,193396,219340,369480,0
3470647,608220,762056,594636,177520,194528,185448,196364,228980,228964,0,369480
3167267,229020,253100,222180,152848,153736,157972,155636,204528,0,228964,219340
3251111,246056,310348,228128,144884,170888,179112,213832,0,204528,228980,193396
2914175,224476,250836,237396,139520,145516,162904,0,213832,155636,196364,174156
3104907,158416,174224,158376,132056,159180,0,162904,179112,157972,185448,167128
2954303,230100,249496,215440,156004,0,159180,145516,170888,153736,194528,183444
3269651,156408,166892,163984,0,156004,132056,139520,144884,152848,177520,180792
4066915,219388,245744,0,163984,215440,158376,237396,228128,222180,594636,192628
3229170,249048,0,245744,166892,249496,174224,250836,310348,253100,762056,201388
2591900,0,249048,219388,156408,230100,158416,224476,246056,229020,608220,181176
0,2591900,3229170,4066915,3269651,2954303,3104907,2914175,3251111,3167267,3470647,3292731

