30301515,6433508,6679200,5484100,85935780,9695548,16794252,19165336,7369912,7403008,208028024,0
39285267,14461664,15767052,15687732,88227300,17125448,29343448,21287092,14906936,268333876,0,208028024
32407695,2587672,2104692,1987520,78548296,3060660,12464204,13919232,318426000,0,268333876,7403008
27630731,2437084,2483072,1594436,81130728,3811840,12163936,290844688,0,318426000,14906936,7369912
41815111,19943364,19793396,16037400,84507804,13275392,246043296,0,290844688,13919232,21287092,19165336
37085548,13817836,15091864,12786768,100324940,184759528,0,246043296,12163936,12464204,29343448,16794252
29968891,8083412,8392148,4711412,253570612,0,184759528,13275392,3811840,3060660,17125448,9695548
121827380,86079800,87493008,250142712,0,253570612,100324940,84507804,81130728,78548296,88227300,85935780
30590799,857140,153398996,0,250142712,4711412,12786768,16037400,1594436,1987520,15687732,5484100
29607365,140664676,0,153398996,87493008,8392148,15091864,19793396,2483072,2104692,15767052,6679200
156175748,0,140664676,857140,86079800,8083412,13817836,19943364,2437084,2587672,14461664,6433508
0,156175748,29607365,30590799,121827380,29968891,37085548,41815111,27630731,32407695,39285267,30301515

