205533,20940,10,923,10,610,555,537,10,11,561,2626,1883,2311,1830,1721,3779,2241,1935,2070,6652,2622,782006,758992,694487,298418,95962,33039,112832,345760,39630,29147,0
12228,21375,0,1479,0,101,333,184,0,1,2094,1643,0,0,348,0,2846,0,24,0,4398,4764,1614,579,380,573,423,545,610,600,13254,0,29147
12809,23784,206,2030,0,161,372,180,0,1,2319,1457,24,0,147,0,2541,0,0,0,5666,5106,2183,1005,951,1003,771,813,986,1054,0,13254,39630
13587,23584,0,1720,0,174,1592,1402,0,1,101,1379,24,0,315,0,4815,2006,2944,3705,30,0,1727,445,469,605,1832,1415,3370,0,1054,600,345760
14028,23887,0,1502,0,146,1375,1685,0,1,121,1229,0,0,315,0,4610,3006,3491,2320,54,0,1786,633,508,570,2517,2859,0,3370,986,610,112832
10397,19139,0,1355,0,129,1615,592,0,1,79,892,24,0,294,0,4830,3220,650,1728,22,0,1324,422,418,386,1188,0,2859,1415,813,545,33039
11348,21218,62,1419,0,133,1196,1057,0,1,103,1119,0,0,246,0,6291,1449,1966,958,23,0,1546,500,579,505,0,1188,2517,1832,771,423,95962
13066,20477,14,2447,0,1628,442,126,0,1,90,1212,2125,2211,2056,3471,3024,0,72,0,27,0,3620,3456,2888,0,505,386,570,605,1003,573,298418
12211,21696,94,2731,0,1121,291,154,0,1,104,1046,2811,2648,2191,1097,2305,0,85,0,25,0,5510,2282,0,2888,579,418,508,469,951,380,694487
14171,23085,92,2962,0,1263,433,143,0,1,118,1510,1942,1865,4076,2662,2782,0,26,0,47,1,4059,0,2282,3456,500,422,633,445,1005,579,758992
14056,23277,66,2849,0,1293,440,142,0,1,121,1287,2707,2707,3060,1715,3196,0,26,0,31,42,0,4059,5510,3620,1546,1324,1786,1727,2183,1614,782006
6083,73796,10,574,0,756,12,0,0,1,8144,843,53,20,21,34,28,26,7,16,3900,0,42,1,0,0,0,0,0,0,5106,4764,2622
6131,65848,42,698,0,1097,26,25,0,1,7951,4950,71,56,38,106,46,46,36,62,0,3900,31,47,25,27,23,22,54,30,5666,4398,6652
5505,56912,0,578,0,584,4196,3012,0,13,2,220,8,32,74,2,1678,361,1781,0,62,16,0,0,0,0,958,1728,2320,3705,0,0,2070
5736,68195,0,582,0,656,3518,4375,0,1,0,200,10,2,46,46,878,2399,0,1781,36,7,26,26,85,72,1966,650,3491,2944,0,24,1935
6342,77811,6,511,0,840,4541,4534,0,1,11,234,16,9,52,21,2317,0,2399,361,46,26,0,0,0,0,1449,3220,3006,2006,0,0,2241
6502,65820,40,549,0,784,4063,3911,0,1,26,188,10,31,7,18,0,2317,878,1678,46,28,3196,2782,2305,3024,6291,4830,4610,4815,2541,2846,3779
5784,58414,40,4963,10,5067,0,0,0,1,21,306,1689,1898,1016,0,18,21,46,2,106,34,1715,2662,1097,3471,0,0,0,0,0,0,1721
107719,77028,40,4809,0,5587,2,140,0,1,0,360,2065,2145,0,1016,7,52,46,74,38,21,3060,4076,2191,2056,246,294,315,315,147,348,1830
6860,65672,40,4964,0,5440,40,0,0,1,0,389,2616,0,2145,1898,31,9,2,32,56,20,2707,1865,2648,2211,0,0,0,0,0,0,2311
6786,68832,40,5197,0,4779,49,4,1,4,20,355,0,2616,2065,1689,10,16,10,8,71,53,2707,1942,2811,2125,0,24,0,24,24,0,1883
952,37932,273,978,0,498,456,399,6,7,493,0,355,389,360,306,188,234,200,220,4950,843,1287,1510,1046,1212,1119,892,1229,1379,1457,1643,2626
6564,1045712,52,1042,0,563,536,385,3,3,0,493,20,0,0,21,26,11,0,2,7951,8144,121,118,104,90,103,79,121,101,2319,2094,561
356,41,0,2,4,0,24,0,85,0,3,7,4,1,1,1,1,1,1,13,1,1,1,1,1,1,1,1,1,1,1,1,11
353,35,1,2,0,1,2,323,0,85,3,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
6708,1046112,62,834,0,431,572,0,323,0,385,399,4,0,140,0,3911,4534,4375,3012,25,0,142,143,154,126,1057,592,1685,1402,180,184,537
6851,1048722,34,1018,0,654,0,572,2,24,536,456,49,40,2,0,4063,4541,3518,4196,26,12,440,433,291,442,1196,1615,1375,1592,372,333,555
7611,1053564,56,1318,44,0,654,431,1,0,563,498,4779,5440,5587,5067,784,840,656,584,1097,756,1293,1263,1121,1628,133,129,146,174,161,101,610
351,34,77,9,0,44,0,0,0,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
4282,1045851,308,0,9,1318,1018,834,2,2,1042,978,5197,4964,4809,4963,549,511,582,578,698,574,2849,2962,2731,2447,1419,1355,1502,1720,2030,1479,923
362,41,0,308,77,56,34,62,1,0,52,273,40,40,40,40,40,6,0,0,42,10,66,92,94,14,62,0,0,0,206,0,10
6822,0,41,1045851,34,1053564,1048722,1046112,35,41,1045712,37932,68832,65672,77028,58414,65820,77811,68195,56912,65848,73796,23277,23085,21696,20477,21218,19139,23887,23584,23784,21375,20940
0,6822,362,4282,351,7611,6851,6708,353,356,6564,952,6786,6860,107719,5784,6502,6342,5736,5505,6131,6083,14056,14171,12211,13066,11348,10397,14028,13587,12809,12228,205533

