15,2898124,91419,11958940,586011
14,2304810,152563,9889608,997147
13,2059176,107775,8565435,656881
12,2073456,105733,8737072,677700
11,1424677,81371,5983345,505517
10,1492587,66422,6218353,410567
9,1404461,85993,5908067,530807
8,1557143,67778,6482158,420842
7,1396183,64374,5827771,397555
6,1517505,72250,6330667,446973
5,1386945,80635,5825898,497988
4,1475362,71009,6159263,439001
3,3290422,115970,13868321,776355
1,2772523,115959,11658405,749971
2,2841273,92806,11898054,608940
0,4677926,1509568,29914731,11329166
