1197401,659956,403986,301910,441140,547602,338066,0
1088072,535813,194533,98147,256424,311696,0,338066
1687428,652524,517420,249163,518480,0,311696,547602
1177653,652202,529468,162814,0,518480,256424,441140
1262437,695901,327651,0,162814,249163,98147,301910
1351443,525015,0,327651,529468,517420,194533,403986
1251500,0,525015,695901,652202,652524,535813,659956
0,1251500,1351443,1262437,1177653,1687428,1088072,1197401

