15,43324587,8305,173348671,59124
14,42964802,8305,171909531,59124
13,18890664,8441,75614763,60948
12,18060650,8305,72292923,59124
11,21101183,127237,85515603,1010108
10,21053657,127379,85327218,1011956
9,17467431,9587346,135506463,77031964
8,17069216,9587491,133915327,77033824
7,16718702,9588563,132512103,77038112
6,16997923,9587388,133628415,77032156
5,16878411,9652276,134408619,77647564
4,17012515,9651961,134945407,77646304
3,53171747,9651743,279582595,77645432
2,52479797,9651747,276814791,77645448
1,53177903,9651882,279608942,77647268
0,54576171,10164413,285879181,79845728
