2889779,577748,337986,577788,1180244,119276,107512,135724,173332,135452,171004,0
3332173,674240,410426,677064,1032116,159188,167360,197028,287484,213200,0,171004
2857370,567536,345382,634568,1031576,113140,122332,128384,152580,0,213200,135452
3265184,698284,409734,765212,2220488,139200,171544,174516,0,152580,287484,173332
3009903,702356,462086,781180,1603552,122136,127860,0,174516,128384,197028,135724
3155538,661572,414658,782336,1528568,98940,0,127860,171544,122332,167360,107512
2880121,563412,320066,645728,1349064,0,98940,122136,139200,113140,159188,119276
4747807,2831584,2884174,3323152,0,1349064,1528568,1603552,2220488,1031576,1032116,1180244
6201647,2307376,1883678,0,3323152,645728,782336,781180,765212,634568,677064,577788
5658292,1496252,0,1883678,2884174,320066,414658,462086,409734,345382,410426,337986
6545486,0,1496252,2307376,2831584,563412,661572,702356,698284,567536,674240,577748
0,6545486,5658292,6201647,4747807,2880121,3155538,3009903,3265184,2857370,3332173,2889779

