15,8842117,501041,36560285,2754753
14,8080772,896217,34777276,5258575
13,7615874,795102,32883758,4826980
12,7577147,743039,32731098,4596682
11,4713370,764890,21340199,4753052
10,4887368,657061,21950903,4223869
9,4755079,804708,21573903,4966266
8,4766115,675128,21485174,4317063
7,4788241,605820,21369175,3879789
6,4749402,697497,21319591,4356533
5,4811499,762315,21654051,4682861
4,4800267,699807,21624783,4438401
3,11659796,694444,49118078,4417951
2,11936810,824300,50350985,5054686
1,12040175,645594,50622876,4194219
0,13864951,2307681,68864285,16364719
