1119468,23961,35004,27904,52148,23310,30775,35680,39890,21965,244184,0
1288054,16359,9425,4968,33286,10899,16865,31782,10680,224201,0,244184
1185084,7989,11297,8483,35259,16806,13690,34913,214026,0,224201,21965
1330502,5430,10132,5953,43082,9940,21871,338558,0,214026,10680,39890
764209,14844,21863,18025,109964,40892,388118,0,338558,34913,31782,35680
1249117,32673,11399,8959,152075,364368,0,388118,21871,13690,16865,30775
1614223,18899,20135,46807,497117,0,364368,40892,9940,16806,10899,23310
1021061,47478,66968,607700,0,497117,152075,109964,43082,35259,33286,52148
2574971,7173,501174,0,607700,46807,8959,18025,5953,8483,4968,27904
2377830,386550,0,501174,66968,20135,11399,21863,10132,11297,9425,35004
2346228,0,386550,7173,47478,18899,32673,14844,5430,7989,16359,23961
0,2346228,2377830,2574971,1021061,1614223,1249117,764209,1330502,1185084,1288054,1119468

