1486201,547572,32224,27209,6230287,8827005,427197,177879,109549,71690,7645,0
1455747,574998,4419,7229,6243580,9151185,433824,178049,129431,1087082,0,7645
5754873,208803,144875,147426,512798,874644,171166,199317,1366872,0,1087082,71690
5762655,199221,137740,141406,446230,816366,281974,1251039,0,1366872,129431,109549
5719977,168395,114179,146993,218475,1000713,1164784,0,1251039,199317,178049,177879
5835707,222776,217108,198764,746079,1526951,0,1164784,281974,171166,433824,427197
7556969,2003355,1855969,2501804,1260731,0,1526951,1000713,816366,874644,9151185,8827005
6922111,1331274,1820997,2397689,0,1260731,746079,218475,446230,512798,6243580,6230287
5932536,881687,1184800,0,2397689,2501804,198764,146993,141406,147426,7229,27209
1805150,1338107,0,1184800,1820997,1855969,217108,114179,137740,144875,4419,32224
2511733,0,1338107,881687,1331274,2003355,222776,168395,199221,208803,574998,547572
0,2511733,1805150,5932536,6922111,7556969,5835707,5719977,5762655,5754873,1455747,1486201

