15,2703703,191979,14318323,1808716
14,2715465,191110,14368222,1807096
13,4351354,193634,20910982,1818556
12,2764804,192771,14564422,1814112
11,1664029,190917,10158543,1802888
10,2489556,190683,13460519,1801500
9,1647213,191555,10093403,1812180
8,2505999,195955,13579691,1853732
7,1625342,203804,10163127,1913708
6,2478461,203280,13575643,1910812
5,1662240,204336,10312439,1918372
4,2459685,203834,13521586,1923372
3,3118043,210026,16192495,1964176
2,5602210,210830,26147587,1977640
1,3395142,217554,17330818,2073940
0,2042956,437699,12543261,3480952
