60816406,2495776,2465336,2945992,1954184,2922368,3365424,3526672,2741892,2683448,3864224,2801240,3039520,2757760,0
42139287,2494216,1950496,1950240,1834652,1835008,3142424,2029112,1877000,1835136,2111108,2745452,1834920,0,2757760
52878843,2284552,1830520,1829928,1785764,1788288,3125460,3030956,1757520,1722932,2923764,2616904,0,1834920,3039520
41059659,3580248,2783096,2743220,2617028,2637384,4219404,2922020,2655436,2616888,2872036,0,2616904,2745452,2801240
47205560,2412844,2813032,2933164,1982092,3054556,3347876,2393304,2465036,2923236,0,2872036,2923764,2111108,3864224
48854854,2283472,1878280,1830156,1723316,1724676,3031076,2197040,1758440,0,2923236,2616888,1722932,1835136,2683448
48838591,2328440,1868780,1868772,1757836,1757364,3067624,2557032,0,1758440,2465036,2655436,1757520,1877000,2741892
43186876,2438532,2110304,2162500,1843052,3030636,3197736,0,2557032,2197040,2393304,2922020,3030956,2029112,3526672
44752463,3639660,3137964,3138080,3075596,3136640,0,3197736,3067624,3031076,3347876,4219404,3125460,3142424,3365424
50564167,2283580,1936508,1867284,1722840,0,3136640,3030636,1757364,1724676,3054556,2637384,1788288,1835008,2922368
44212411,2281960,1830384,1830116,0,1722840,3075596,1843052,1757836,1723316,1982092,2617028,1785764,1834652,1954184
48365976,2475984,2002336,0,1830116,1867284,3138080,2162500,1868772,1830156,2933164,2743220,1829928,1950240,2945992
52274111,2476384,0,2002336,1830384,1936508,3137964,2110304,1868780,1878280,2813032,2783096,1830520,1950496,2465336
46409656,0,2476384,2475984,2281960,2283580,3639660,2438532,2328440,2283472,2412844,3580248,2284552,2494216,2495776
0,46409656,52274111,48365976,44212411,50564167,44752463,43186876,48838591,48854854,47205560,41059659,52878843,42139287,60816406

