5073060,2716180,1691508,1262658,1836022,2260150,1432352,0
4672669,2220320,849534,446152,1097588,1314814,0,1432352
7030810,2672982,2125330,1044166,2144330,0,1314814,2260150
5010709,2673180,2185274,705904,0,2144330,1097588,1836022
5290363,2836068,1356410,0,705904,1044166,446152,1262658
5708088,2168516,0,1356410,2185274,2125330,849534,1691508
5500034,0,2168516,2836068,2673180,2672982,2220320,2716180
0,5500034,5708088,5290363,5010709,7030810,4672669,5073060

