15,1876564,26372,7602659,147935
14,1905366,24747,7730056,142049
13,1432703,25738,5814212,143436
12,1527857,34693,6209595,183520
11,1408410,27032,5713676,146285
10,1434425,26781,5819122,146379
9,1452692,28234,5893905,153554
8,1326902,48338,5400088,242997
7,1352073,28469,5492120,155257
6,1421891,24507,5769772,137557
5,1394088,21722,5657410,125235
4,1421442,39575,5787900,207005
3,2649521,38695,10975742,228587
2,2888911,46437,11834064,251548
1,2781304,41495,11459264,238728
0,2978803,1091174,18988777,8223658
