32002434,685864,4481472,811564,611816,874188,638952,5405800,806500,5928572,3862360,0
30148787,41948,2483576,873600,48844,639064,48188,4959760,870064,20065236,0,3862360
22998999,2865808,4354000,2275864,2104352,2307016,2267004,5221488,17973436,0,20065236,5928572
20864211,2396312,1955924,1819036,2072700,2253200,2210984,17980264,0,17973436,870064,806500
25472831,1965868,3198756,1790252,1718308,9143856,17278592,0,17980264,5221488,4959760,5405800
20570491,1658592,1482480,1460228,8859692,15878528,0,17278592,2210984,2267004,48188,638952
21323112,2056984,1542348,9038344,15724884,0,15878528,9143856,2253200,2307016,639064,874188
20760703,1995300,9016532,15757064,0,15724884,8859692,1718308,2072700,2104352,48844,611816
21867427,9661748,15975872,0,15757064,9038344,1460228,1790252,1819036,2275864,873600,811564
23965225,17618280,0,15975872,9016532,1542348,1482480,3198756,1955924,4354000,2483576,4481472
25341524,0,17618280,9661748,1995300,2056984,1658592,1965868,2396312,2865808,41948,685864
0,25341524,23965225,21867427,20760703,21323112,20570491,25472831,20864211,22998999,30148787,32002434

