15,1814464,54865,7605726,306858
14,1601069,90401,6936002,512168
13,1194066,67902,4907893,330738
12,1309780,49871,5382644,251951
11,933949,50335,3877359,255846
10,1047964,40671,4320027,214622
9,997195,54225,4111733,272702
8,1111504,40765,4575410,211149
7,1068128,39007,4426663,202378
6,931238,44807,3879791,230854
5,963291,50611,3980394,257403
4,1054693,43993,4339739,225736
3,2643568,42994,10802755,225278
2,1930938,56348,7858243,282008
1,2005005,38203,8313051,201801
0,3542487,1291212,23949253,9848076
