15,9901021,3952293,48787125,19247856
14,9514736,3880806,47265806,18853220
13,9970379,3924732,49129314,19005380
12,9515415,3869626,47341471,18728136
11,9964887,4029774,49190587,19399388
10,10363093,4054903,50825811,19486464
9,10050665,4037620,49618847,19405964
8,10354694,4068145,50883648,19540072
7,10370930,4075467,50989075,19552648
6,10795016,4100639,52731668,19650288
5,10750142,4089491,52593943,19598936
4,10557889,4065169,51870210,19495028
3,14078689,4531228,66015043,21448084
2,15573379,4695194,72046501,22127124
1,14199725,4546344,66587395,21499076
0,15138356,4808455,70464698,22426549
