15,5223676,237923,21562026,1366981
14,4996872,390755,21662128,2663789
13,4714088,429655,20631513,2908991
12,4597309,504344,20236467,3273577
11,2308185,433641,10995017,2923021
10,2321722,452756,11091654,3030445
9,2282914,457047,10965321,3070849
8,2516974,597978,12044264,3778950
7,2187695,436615,10469217,2909355
6,2217414,425552,10666443,2920603
5,2279872,388619,10841775,2714779
4,2289128,574681,11075283,3644001
3,7314144,430788,31095619,2954849
1,6675967,495428,28599987,3282105
2,6674393,447302,28559814,3053643
0,7331949,1249385,36838073,9041235
