208667,21400,728,617,538,280,2666,869,2435,2796,2122,3289,9709,8019,445649,368675,329660,555010,66810,68822,0
25214,42661,219,919,117,1135,2446,2336,0,497,1,48,13333,8508,6543,3685,1585,1825,10827,0,68822
27789,47461,297,1046,144,1427,2361,2954,0,385,1,24,16385,7681,7706,3860,1999,1783,0,10827,66810
17701,30674,1357,1862,1155,2001,319,256,2606,3129,3684,2828,6440,597,4103,8036,3901,0,1783,1825,555010
16785,32217,1164,2319,818,1772,263,333,2207,2752,2849,4549,5945,300,6816,6742,0,3901,1999,1585,329660
20537,35473,1723,2116,1405,1650,334,551,4469,4083,2162,3756,7137,700,7453,0,6742,8036,3860,3685,368675
18512,33835,1200,1990,1369,1497,172,294,2540,4642,2852,3031,6648,498,0,7453,6816,4103,7706,6543,445649
12178,135951,341,655,1816,320,7402,8285,45,710,46,56,12568,0,498,700,300,597,7681,8508,8019
13281,139480,433,643,1940,356,10830,8701,84,653,62,85,0,12568,6648,7137,5945,6440,16385,13333,9709
9768,103540,5811,4348,4899,693,26,32,3724,2357,3557,0,85,56,3031,3756,4549,2828,24,48,3289
8353,96807,5257,3959,4526,560,0,1,2799,2148,0,3557,62,46,2852,2162,2849,3684,1,1,2122
109497,91614,3775,3911,5629,552,574,318,3420,0,2148,2357,653,710,4642,4083,2752,3129,385,497,2796
8893,110177,4747,5655,3455,592,1,19,0,3420,2799,3724,84,45,2540,4469,2207,2606,0,0,2435
7614,1053611,485,830,658,385,2705,0,19,318,1,32,8701,8285,294,551,333,256,2954,2336,869
4712,1086701,412,703,631,383,0,2705,1,574,0,26,10830,7402,172,334,263,319,2361,2446,2666
358,73,1258,843,594,0,383,385,592,552,560,693,356,320,1497,1650,1772,2001,1427,1135,280
6708,1046126,672,1108,0,594,631,658,3455,5629,4526,4899,1940,1816,1369,1405,818,1155,144,117,538
6557,1045742,1404,0,1108,843,703,830,5655,3911,3959,4348,643,655,1990,2116,2319,1862,1046,919,617
3711,1045868,0,1404,672,1258,412,485,4747,3775,5257,5811,433,341,1200,1723,1164,1357,297,219,728
6734,0,1045868,1045742,1046126,73,1086701,1053611,110177,91614,96807,103540,139480,135951,33835,35473,32217,30674,47461,42661,21400
0,6734,3711,6557,6708,358,4712,7614,8893,109497,8353,9768,13281,12178,18512,20537,16785,17701,27789,25214,208667

