1372871,40,8152,167240,4884,32,4432,32,4296,32,4276,13489,32,32,9856,8845,10881,9996,9108,13792,7672,7792,11005,6612,16235,11504,4768407,2208908,6965380,1681116,1574693,1494637,674204,868538,72324,52131,105365,97163,0
42717,8,9740,220917,528,0,556,0,480,0,10896,5292,0,0,144,144,0,0,0,6868,0,144,15792,6436,21656,0,5988,2900,1608,2188,1752,1524,1388,1924,4156,7540,10104,0,97163
48762,8,12012,210992,780,0,1000,0,596,0,11888,6336,0,0,144,144,0,0,0,6004,0,0,13804,18944,5548,11452,9536,5384,1968,3528,2656,2804,2976,2568,6948,3920,0,10104,105365
24685,8,5168,106628,204,0,184,0,184,0,4644,4584,0,0,0,0,0,0,0,4192,0,0,6368,8988,4176,6488,3424,1216,768,1160,1124,704,1068,1040,760,0,3920,7540,52131
27248,8,5416,125808,364,0,404,0,436,228,6796,4524,0,0,0,156,0,0,0,2364,144,0,5100,3408,4948,13108,25508,24668,11724,12108,10492,12844,10084,12096,0,760,6948,4156,72324
69033,8,7164,321648,484,0,11928,0,5536,0,236,3024,0,0,0,0,0,0,10560,14308,14552,15596,144,432,208,0,10004,4756,10496,2936,11616,13272,6480,0,12096,1040,2568,1924,868538
63376,8,4672,300072,220,0,9604,0,6608,0,284,4320,0,0,144,0,0,0,16300,12244,15364,7140,0,576,192,0,9572,3988,8504,3020,11564,8836,0,6480,10084,1068,2976,1388,674204
70833,8,5672,372452,504,0,5324,0,12424,0,352,2296,0,0,0,0,0,0,10520,33788,9624,16,0,432,224,0,10848,4092,10996,3860,11304,0,8836,13272,12844,704,2804,1524,1494637
75097,8,5884,327160,376,0,8880,0,9960,0,288,5596,0,0,0,0,0,0,19588,9520,7228,22564,144,0,368,0,10476,3356,11780,3544,0,11304,11564,11616,10492,1124,2656,1752,1574693
58017,8,13700,241692,7020,0,552,0,384,0,344,5184,0,0,6612,17956,9644,13280,0,4348,0,0,0,912,652,0,21068,16628,12764,0,3544,3860,3020,2936,12108,1160,3528,2188,1681116
52608,8,13508,249140,5460,0,568,0,788,240,272,5500,0,0,16424,12604,5808,7336,36,3912,84,0,0,952,152,8,18316,13856,0,12764,11780,10996,8504,10496,11724,768,1968,1608,6965380
94645,8,19952,421840,12520,0,684,0,732,84,460,8788,0,0,20996,23468,8328,19192,0,9756,0,180,0,288,288,0,44772,0,13856,16628,3356,4092,3988,4756,24668,1216,5384,2900,2208908
94130,8,21149,386500,14840,0,688,0,532,240,556,6984,0,0,18276,5476,29688,20144,0,7452,156,0,0,1404,296,76,0,44772,18316,21068,10476,10848,9572,10004,25508,3424,9536,5988,4768407
19306,8,3016,136170,3040,0,0,0,0,0,20568,7672,0,52,88,188,144,16,52,0,16,48,5736,2288,9876,0,76,0,8,0,0,0,0,0,13108,6488,11452,0,11504
19865,8,3320,150748,3268,0,348,0,268,12,23228,9848,0,0,304,616,464,332,280,292,392,240,4544,464,0,9876,296,288,152,652,368,224,192,208,4948,4176,5548,21656,16235
21500,8,2328,141390,3300,0,284,0,244,60,21292,4132,0,0,72,204,56,292,336,256,104,200,5532,0,464,2288,1404,288,952,912,0,432,576,432,3408,8988,18944,6436,6612
23861,8,3880,152164,2828,0,12,0,20,240,24357,9264,0,0,0,80,0,48,48,144,56,144,0,5532,4544,5736,0,0,0,0,144,0,0,144,5100,6368,13804,15792,11005
36564,8,2904,260277,6476,0,12188,52,29912,0,8,720,0,0,192,152,148,68,8776,15628,8708,0,144,200,240,48,0,180,0,0,22564,16,7140,15596,0,0,0,144,7792
35508,8,3656,243080,5504,0,19196,0,16984,0,20,720,0,0,88,164,32,36,9968,12460,0,8708,56,104,392,16,156,0,84,0,7228,9624,15364,14552,144,0,0,0,7672
45921,8,4400,319291,7584,0,29761,0,19824,0,8,720,0,0,64,64,196,88,14816,0,12460,15628,144,256,292,0,7452,9756,3912,4348,9520,33788,12244,14308,2364,4192,6004,6868,13792
42828,8,4244,290090,7040,0,31900,0,21485,0,8,804,0,0,112,140,60,196,0,14816,9968,8776,48,336,280,52,0,0,36,0,19588,10520,16300,10560,0,0,0,0,9108
43060,8,21648,267279,36445,52,0,0,0,0,8,1920,0,0,8648,10856,10596,0,196,88,36,68,48,292,332,16,20144,19192,7336,13280,0,0,0,0,0,0,0,0,9996
41136,8,34588,254025,25044,0,0,0,36,240,20,1620,0,0,17080,7032,0,10596,60,196,32,148,0,56,464,144,29688,8328,5808,9644,0,0,0,0,0,0,0,0,10881
42533,8,26796,267616,33708,0,204,0,84,240,8,1596,8,8,11156,0,7032,10856,140,64,164,152,80,204,616,188,5476,23468,12604,17956,0,0,0,0,156,0,144,144,8845
844981,8,37652,331706,29504,0,0,0,164,240,8,2088,8,76,0,11156,17080,8648,112,64,88,192,0,72,304,88,18276,20996,16424,6612,0,0,144,0,0,0,144,144,9856
1613,8,8,296,0,20,0,0,0,0,8,80,396,0,76,8,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,32
1573,76,8,148,0,0,0,64,0,0,1604,236,0,396,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
5331,8,5944,40905,1584,0,1572,0,1460,1640,2320,0,236,80,2088,1596,1620,1920,804,720,720,720,9264,4132,9848,7672,6984,8788,5500,5184,5596,2296,4320,3024,4524,4584,6336,5292,13489
39510,8,6264,1053471,2520,0,2408,8,1760,420,0,2320,1604,8,8,8,20,8,8,8,20,8,24357,21292,23228,20568,556,460,272,344,288,352,284,236,6796,4644,11888,10896,4276
1609,8,788,296,228,0,204,376,1864,0,420,1640,0,0,240,240,240,0,0,0,0,0,240,60,12,0,240,84,240,0,0,0,0,0,228,0,0,0,32
40405,8,5696,1053885,2560,0,4316,236,0,1864,1760,1460,0,0,164,84,36,0,21485,19824,16984,29912,20,244,268,0,532,732,788,384,9960,12424,6608,5536,436,184,596,480,4296
1585,8,8,148,16,0,36,0,236,376,8,0,64,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
41315,16,5728,1056710,2520,124,0,36,4316,204,2408,1572,0,0,0,204,0,0,31900,29761,19196,12188,12,284,348,0,688,684,568,552,8880,5324,9604,11928,404,184,1000,556,4432
1597,268,60,244,140,0,124,0,0,0,0,0,0,20,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
46022,248,7196,1062486,0,140,2520,16,2560,228,2520,1584,0,0,29504,33708,25044,36445,7040,7584,5504,6476,2828,3300,3268,3040,14840,12520,5460,7020,376,504,220,484,364,204,780,528,4884
53886,468,1054361,0,1062486,244,1056710,148,1053885,296,1053471,40905,148,296,331706,267616,254025,267279,290090,319291,243080,260277,152164,141390,150748,136170,386500,421840,249140,241692,327160,372452,300072,321648,125808,106628,210992,220917,167240
23951,920,0,1054361,7196,60,5728,8,5696,788,6264,5944,8,8,37652,26796,34588,21648,4244,4400,3656,2904,3880,2328,3320,3016,21149,19952,13508,13700,5884,5672,4672,7164,5416,5168,12012,9740,8152
1389,0,920,468,248,268,16,8,8,8,8,8,76,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,40
0,1389,23951,53886,46022,1597,41315,1585,40405,1609,39510,5331,1573,1613,844981,42533,41136,43060,42828,45921,35508,36564,23861,21500,19865,19306,94130,94645,52608,58017,75097,70833,63376,69033,27248,24685,48762,42717,1372871

