15,398166180,31580359,581650528,140943802
14,449882028,42598841,711343337,193521298
13,3798,3579,29678,28350
12,129531916,16809360,242961272,78824614
11,3795,3576,29678,28350
10,107732918,15343041,208763572,70933319
9,2759,2543,21462,20158
8,85067532,13845909,173675135,62933158
7,3802,3585,29662,28350
6,61642097,12242741,136617109,54281794
5,3798,3579,29678,28350
4,41976653,11274244,105262322,48272196
3,3795,3576,29678,28350
2,51124004,24155514,158595945,97510773
1,3786,3567,29678,28350
0,56832651,15479374,126861695,64152847
