1381386,171144,5543,4756,4300,1688,16478,6436,11480,13428,9824,14836,46817,39084,2201906,2067226,1776426,3093352,385173,398093,0
141795,652604,1160,5376,540,6820,18896,17824,0,3088,8,288,83012,54628,39976,19040,9588,10776,63548,0,398093
156126,695989,1612,6100,664,8576,18360,22708,0,2440,8,144,102024,48980,47600,19644,12172,10836,0,63548,385173
99347,450706,10060,12820,8652,12024,1452,1304,16168,19876,23336,17600,38128,2448,24576,43048,22620,0,10836,10776,3093352
94017,493134,8676,16208,6044,10648,1264,1636,13692,16872,17988,28636,34300,1232,39376,36560,0,22620,12172,9588,1776426
115598,521342,13017,14264,10556,9916,1624,2872,28856,25136,13704,23172,42040,2872,41412,0,36560,43048,19644,19040,2067226
103823,496380,8916,13724,10568,8992,808,1480,16140,29140,17480,19160,39392,2140,0,41412,39376,24576,47600,39976,2201906
82081,564599,2648,4484,14528,1920,43469,47336,288,4708,272,380,73712,0,2140,2872,1232,2448,48980,54628,39084
89720,580189,3376,4404,15520,2136,62924,49885,488,4776,372,528,0,73712,39392,42040,34300,38128,102024,83012,46817
65604,429458,34108,25500,28884,4132,156,192,21240,13484,20472,0,528,380,19160,23172,28636,17600,144,288,14836
56033,400025,31124,24736,26933,3360,0,8,15992,12344,0,20472,372,272,17480,13704,17988,23336,8,8,9824
854307,379451,22940,23069,33864,3312,3500,1964,19488,0,12344,13484,4776,4708,29140,25136,16872,19876,2440,3088,13428
59589,454022,29084,32860,20908,3552,8,120,0,19488,15992,21240,488,288,16140,28856,13692,16168,0,0,11480
46000,1062694,2060,4104,2640,2304,13940,0,120,1964,8,192,49885,47336,1480,2872,1636,1304,22708,17824,6436
31178,1097531,1752,3552,2544,2268,0,13940,8,3500,0,156,62924,43469,808,1624,1264,1452,18360,18896,16478
1609,396,7688,5060,3544,0,2268,2304,3552,3312,3360,4132,2136,1920,8992,9916,10648,12024,8576,6820,1688
40434,1053965,2848,5468,0,3544,2544,2640,20908,33864,26933,28884,15520,14528,10568,10556,6044,8652,664,540,4300
39508,1053691,6148,0,5468,5060,3552,4104,32860,23069,24736,25500,4404,4484,13724,14264,16208,12820,6100,5376,4756
23970,1054561,0,6148,2848,7688,1752,2060,29084,22940,31124,34108,3376,2648,8916,13017,8676,10060,1612,1160,5543
53313,0,1054561,1053691,1053965,396,1097531,1062694,454022,379451,400025,429458,580189,564599,496380,521342,493134,450706,695989,652604,171144
0,53313,23970,39508,40434,1609,31178,46000,59589,854307,56033,65604,89720,82081,103823,115598,94017,99347,156126,141795,1381386

