33741,0,27888,1212,20,0,38288,380,0,12164,9572,0,0,612,1892,622679,20252,1432,54668,1532,0,32,8220,264,0,0,14432,10216,2680,0,2484,13116,21624,6736,288612,11104,0,2308,1272,2268,9348,0
4102,72,1908,6432,588,776,8760,2892,16,2160,2700,1736,16,2504,7424,13329,11012,6744,4740,720,1724,4100,2088,7896,9384,0,9804,5936,4392,720,6648,5636,6540,2220,41141,14024,0,5648,6444,12448,0,9348
25593,0,156,7868,0,0,1720,460,8,0,668,44,0,10920,2564,98701,2488,1592,1480,2820,0,14188,12,11684,20428,0,1700,2208,3700,0,3092,4440,1624,0,207473,7208,0,10440,8332,0,12448,2268
18981,0,1292,10196,0,0,1392,296,0,0,504,16,0,9056,1544,77631,2196,1540,572,1100,0,5216,0,14500,7428,0,1832,43512,2560,0,3412,3676,1392,0,148488,4632,0,4704,0,8332,6444,1272
17460,0,1480,6384,32,0,820,196,0,0,672,16,0,8064,2120,61282,3460,780,432,2324,0,8936,0,9004,10896,0,3572,1912,1652,8,2732,5232,3144,0,186660,5472,48,0,4704,10440,5648,2308
1344,0,0,0,44,68,24,8,32,52,52,20,0,0,0,80,0,0,0,32,4,0,0,0,0,160,0,148,0,0,16,0,0,0,116,0,0,48,0,0,0,0
86110,0,1604,1440,8,0,6420,716,0,12,816,0,0,852,16460,448197,12268,5496,38520,2920,84,0,0,616,0,0,12640,4740,147140,0,11476,18148,62344,0,655528,0,0,5472,4632,7208,14024,11104
10002,132,299503,129146,135916,149028,181930,1053291,176,254432,1054268,184,72,1056726,143680,122944,337556,186501,1062642,136184,336,141238,272935,146840,165688,188,380096,1053945,563228,133218,122569,145492,302344,285936,0,655528,116,186660,148488,207473,41141,288612
40435,0,14156,416,32,52,12,0,0,4088,23764,16,0,0,0,8684,10544,0,0,304,128,20,7272,248,20,0,11500,28944,360,72,40,0,35532,0,285936,0,0,0,0,0,2220,6736
33912,0,10300,1916,0,0,1192,308,0,1856,7040,0,0,656,2196,170545,14364,1444,1112,2016,0,48,11520,208,64,0,19008,14052,1856,0,2084,11984,0,35532,302344,62344,0,3144,1392,1624,6540,21624
17564,0,1340,15708,0,0,992,392,72,8,356,0,12,8016,920,91474,12048,920,488,1028,0,8984,0,7356,1612,0,17040,3452,2940,0,1936,0,11984,0,145492,18148,0,5232,3676,4440,5636,13116
58853,16,76,40,5856,4848,1744,6776,16,280,944,16,108,980,5596,115594,2864,5008,1100,16568,100,244,280,368,280,16,1816,3396,4516,1620,0,1936,2084,40,122569,11476,16,2732,3412,3092,6648,2484
17762,0,72,0,2288,464,15772,23008,0,120,2668,0,0,0,5912,4620,0,10676,124,1016,0,0,64,232,0,0,0,1424,580,0,1620,0,0,72,133218,0,0,8,0,0,720,0
83027,0,464,228,672,480,7216,1304,0,404,8832,0,0,816,7336,23680,4504,6896,101889,272,240,436,380,976,324,0,3408,12948,0,580,4516,2940,1856,360,563228,147140,0,1652,2560,3700,4392,2680
36008,80,30481,1808,2420,2276,4680,3084,0,24604,3888,12,0,2300,3340,4884,17684,6372,4332,2080,292,1168,25172,2104,1432,912,13116,0,12948,1424,3396,3452,14052,28944,1053945,4740,148,1912,43512,2208,5936,10216
40797,0,21600,1216,8,0,1892,532,0,22432,11201,0,0,492,1328,818751,27636,1668,1108,2152,0,16,8152,272,16,0,0,13116,3408,0,1816,17040,19008,11500,380096,12640,0,3572,1832,1700,9804,14432
1368,12,0,0,0,0,0,0,92,8,72,20,4,0,0,84,0,92,0,0,4,0,0,0,0,0,0,912,0,0,16,0,0,0,188,0,160,0,0,0,0,0
21318,0,64,3552,32,36,0,0,0,56,4544,124,0,24997,4,13656,32,0,8,308,52,1100,132,7304,0,0,16,1432,324,0,280,1612,64,20,165688,0,0,10896,7428,20428,9384,0
21419,0,564,6936,168,136,196,200,0,228,4368,0,0,24340,96,17491,600,284,232,184,12,248,488,0,7304,0,272,2104,976,232,368,7356,208,248,146840,616,0,9004,14500,11684,7896,264
834203,0,5712,180,96,28,0,12,0,10252,31340,16,0,0,72,9921,29876,44,0,0,0,36,0,488,132,0,8152,25172,380,64,280,0,11520,7272,272935,0,0,0,0,12,2088,8220
20208,0,32,2144,0,96,8,44,0,64,3520,40,0,21588,48,5728,48,0,0,272,108,0,36,248,1100,0,16,1168,436,0,244,8984,48,20,141238,0,0,8936,5216,14188,4100,32
1368,20,184,24,240,0,0,264,0,0,216,292,24,168,40,80,0,0,312,8,0,108,0,12,52,4,0,292,240,0,100,0,0,128,336,84,4,0,0,0,1724,0
19108,80,120,240,340,1628,11564,22664,8,256,3004,0,0,732,8332,5324,2332,9616,112,0,8,272,0,184,308,0,2152,2080,272,1016,16568,1028,2016,304,136184,2920,32,2324,1100,2820,720,1532
41064,32,0,240,168,156,1188,2720,24,24,2356,56,0,1944,456,4964,31044,2040,0,112,312,0,0,232,8,0,1108,4332,101889,124,1100,488,1112,0,1062642,38520,0,432,572,1480,4740,54668
22824,0,0,0,9920,14064,11900,10648,12,8,460,16,0,756,6632,89463,2476,0,2040,9616,0,0,44,284,0,92,1668,6372,6896,10676,5008,920,1444,0,186501,5496,0,780,1540,1592,6744,1432
42249,0,7704,1336,8,0,2100,796,0,23028,10272,0,0,632,3384,651438,0,2476,31044,2332,0,48,29876,600,32,0,27636,17684,4504,0,2864,12048,14364,10544,337556,12268,0,3460,2196,2488,11012,20252
