15,8575139,79832,34810163,374779
14,8395339,93173,34206952,428589
13,3833218,32341,15461087,181376
12,3801549,40262,15335027,214548
11,4259146,31309,17145288,175221
10,3902345,31270,15720386,176939
9,3954460,32469,15929670,182342
8,3934994,52547,15859348,270273
7,3920665,32350,15791968,179953
6,3887634,28102,15656952,160269
5,4197788,25534,16898214,150135
4,3880889,42972,15638816,228273
3,10031845,87436,40703833,405787
2,10241217,83307,41475743,389876
1,9996090,104135,40676001,472656
0,9976893,789435,45049959,5713112
