5230891,395300,444368,406068,1031012,587924,480792,482664,586468,298000,2043460,0
5270338,218868,243588,223156,979412,463296,553536,500264,396240,1931088,0,2043460
5197589,248884,275596,283772,926296,630016,456772,659568,2032572,0,1931088,298000
5101039,451596,401800,587844,1172188,868664,815332,3220992,0,2032572,396240,586468
5268307,629004,391400,368816,540216,815200,3431520,0,3220992,659568,500264,482664
5556179,574176,751100,648276,1117796,3256512,0,3431520,815332,456772,553536,480792
5449971,651152,565736,875528,3783160,0,3256512,815200,868664,630016,463296,587924
6343408,1478368,1622172,5902596,0,3783160,1117796,540216,1172188,926296,979412,1031012
7214365,523348,3865988,0,5902596,875528,648276,368816,587844,283772,223156,406068
7088387,3017956,0,3865988,1622172,565736,751100,391400,401800,275596,243588,444368
10828876,0,3017956,523348,1478368,651152,574176,629004,451596,248884,218868,395300
0,10828876,7088387,7214365,6343408,5449971,5556179,5268307,5101039,5197589,5270338,5230891

