6907008,3656339,3870096,3680018,1240100,1242036,1235978,1239151,1260128,1275920,1246564,1350029,993355,1017125,2450487,0
6493231,3309708,3830547,3585414,1183150,1174331,1172155,1177803,1206170,1224276,1174853,1175705,948399,897367,0,2450487
870586,230849,320462,372290,9129,4041,5251,5975,8771,6572,5919,5988,30019,0,897367,1017125
828993,235863,325282,330809,10244,5234,5638,6650,12673,7341,5343,8388,0,30019,948399,993355
582879,279252,389636,394327,6060,1816,2822,2703,6706,4424,6804,0,8388,5988,1175705,1350029
397134,296488,401296,407527,10248,4660,6992,7136,11726,6104,0,6804,5343,5919,1174853,1246564
396191,304724,410427,415882,8767,3278,6370,5018,8933,0,6104,4424,7341,6572,1224276,1275920
404271,330135,423405,433743,9927,8548,9472,12481,0,8933,11726,6706,12673,8771,1206170,1260128
397317,299499,402605,406584,5974,3008,5180,0,12481,5018,7136,2703,6650,5975,1177803,1239151
432254,291713,397627,404086,5658,3020,0,5180,9472,6370,6992,2822,5638,5251,1172155,1235978
639826,288800,396320,402674,5557,0,3020,3008,8548,3278,4660,1816,5234,4041,1174331,1242036
587348,316665,410583,418421,0,5557,5658,5974,9927,8767,10248,6060,10244,9129,1183150,1240100
3381449,1196063,1338403,0,418421,402674,404086,406584,433743,415882,407527,394327,330809,372290,3585414,3680018
3212325,1219003,0,1338403,410583,396320,397627,402605,423405,410427,401296,389636,325282,320462,3830547,3870096
2430360,0,1219003,1196063,316665,288800,291713,299499,330135,304724,296488,279252,235863,230849,3309708,3656339
0,2430360,3212325,3381449,587348,639826,432254,397317,404271,396191,397134,582879,828993,870586,6493231,6907008

