15,1622991,43937,6603417,223874
14,1529762,65851,6242577,323038
13,1669208,66806,6798380,324596
12,1268238,49043,5191006,247945
11,1043616,49187,4288871,247684
10,991341,39216,4073757,201878
9,976370,52705,4020951,262972
8,911811,39595,3756816,204693
7,858303,38179,3543099,198736
6,936529,43515,3857875,222360
5,870919,51397,3628952,262233
1,1601357,55286,6526244,277268
3,1676939,41195,6824737,213318
4,1021550,36282,4194124,189681
2,1953446,45451,7962906,238572
0,3186662,1284548,22490853,9805692
